Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
1 2030012 2054420 1092 0 0 1992552 108280 6% 0.67 0.41 2.99 0.05 95.88 120 1 0 0 0 0 28/09/22 21:03:20
2 2030056 2054372 1092 0 0 1992552 108280 6% 0.67 0.41 2.99 0.05 95.88 1900 6 0 1938 6 0 28/09/22 21:03:21
3 2030032 2054396 1092 0 0 1992552 108280 6% 0.67 0.41 2.99 0.05 95.88 120 1 0 0 0 0 28/09/22 21:03:22
4 2030032 2054396 1092 0 0 1992552 108280 6% 0.67 0.41 2.99 0.05 95.88 3259 9 0 3268 11 0 28/09/22 21:03:23
5 2030604 2053788 1092 0 0 1992552 108280 6% 0.67 0.41 2.99 0.05 95.88 2520 8 0 2004 7 0 28/09/22 21:03:24
6 2031320 2053072 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 0 0 0 0 0 0 28/09/22 21:03:25
7 2030540 2053852 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 3867 12 0 3137 13 0 28/09/22 21:03:26
8 2031328 2053064 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 580 3 0 820 3 0 28/09/22 21:03:27
9 2030532 2053860 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 2520 8 0 2004 7 0 28/09/22 21:03:28
10 2031256 2053136 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 0 0 0 0 0 0 28/09/22 21:03:29
11 2030888 2053504 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 2020 7 0 1938 6 0 28/09/22 21:03:30
12 2031288 2053104 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 0 0 0 0 0 0 28/09/22 21:03:31
13 2030484 2053908 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 3382 10 0 3268 11 0 28/09/22 21:03:33
14 2031256 2053136 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 500 1 0 66 1 0 28/09/22 21:03:34
15 2030540 2053852 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 2020 7 0 1938 6 0 28/09/22 21:03:35
16 2031336 2053040 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 1901 5 0 518 6 0 28/09/22 21:03:36
17 2030500 2053876 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 827 5 0 1323 4 0 28/09/22 21:03:37
18 2031272 2053104 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 2020 7 0 1938 6 0 28/09/22 21:03:38
19 2030476 2053900 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 0 0 0 0 0 0 28/09/22 21:03:39
20 2031240 2053136 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 2020 7 0 1938 6 0 28/09/22 21:03:40
21 2030488 2053884 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 0 0 0 0 0 0 28/09/22 21:03:41
22 2031268 2053104 1092 0 0 1992552 108280 6% 0.67 0.41 2.98 0.05 95.88 3388 10 0 3278 11 0 28/09/22 21:03:42
23 2030400 2053972 1092 0 0 1992552 108280 6% 0.67 0.42 2.98 0.05 95.88 501 1 0 66 1 0 28/09/22 21:03:43
24 2030400 2053972 1092 0 0 1992552 108280 6% 0.67 0.42 2.98 0.05 95.88 2020 7 0 1938 6 0 28/09/22 21:03:44
25 2031552 2052820 1092 0 0 1992552 108280 6% 0.67 0.42 2.98 0.05 95.88 1377 2 0 132 2 0 28/09/22 21:03:45
26 2030468 2053900 1092 0 0 1992552 108280 6% 0.67 0.42 2.98 0.05 95.88 2688 12 0 3214 12 0 28/09/22 21:03:47
27 2031264 2053104 1092 0 0 1992552 108280 6% 0.67 0.42 2.98 0.05 95.88 395 1 0 619 2 0 28/09/22 21:03:48
28 2030484 2053884 1092 0 0 1992552 108280 6% 0.67 0.42 2.98 0.05 95.88 5216320 3500 0 32777 147 0 28/09/22 21:03:49
29 2030640 2048808 1092 0 0 1992552 108280 6% 0.67 0.42 2.99 0.05 95.87 2680529 1878 0 53285 173 0 28/09/22 21:03:50
30 2030052 2046744 1092 0 0 1992552 108280 6% 0.67 0.42 2.99 0.05 95.87 3132455 2172 0 55003 191 0 28/09/22 21:03:51
31 2030120 2043664 1092 0 0 1992552 108280 6% 0.67 0.42 2.99 0.05 95.86 4290794 2997 0 83405 267 0 28/09/22 21:03:52
32 2029256 2040160 1092 0 0 1992552 108280 6% 0.67 0.42 3.00 0.05 95.85 4002909 2797 0 79715 249 0 28/09/22 21:03:53
33 2030216 2017960 1092 0 0 1992552 108280 6% 0.68 0.42 3.00 0.05 95.84 3801427 2666 0 78826 246 0 28/09/22 21:03:54
34 2028244 2016064 1092 0 0 1992552 108280 6% 0.68 0.42 3.01 0.05 95.84 4301193 2993 0 80056 264 0 28/09/22 21:03:55
35 2029116 2001644 1092 0 0 1992552 108280 6% 0.68 0.42 3.01 0.05 95.83 3445200 2380 0 53472 182 0 28/09/22 21:03:56
36 2027424 1991032 1092 0 0 1992552 108280 6% 0.68 0.42 3.02 0.05 95.82 4066066 2842 0 77559 250 0 28/09/22 21:03:58
37 2028244 1985832 1092 0 0 1992552 108280 6% 0.68 0.42 3.02 0.05 95.81 4243069 2965 0 82658 270 0 28/09/22 21:03:59
38 2027504 1982296 1092 0 0 1992552 108280 6% 0.68 0.43 3.03 0.05 95.80 4067785 2847 0 83065 269 0 28/09/22 21:04:00
39 2026472 1978956 1092 0 0 1992552 108280 6% 0.69 0.43 3.03 0.05 95.80 3908146 2747 0 82900 268 0 28/09/22 21:04:01
40 2027132 1974176 1092 0 0 1992552 108280 6% 0.69 0.43 3.04 0.05 95.79 3702715 2550 0 54423 192 0 28/09/22 21:04:02
41 2026704 1970860 1092 0 0 1992552 108280 6% 0.69 0.43 3.04 0.05 95.78 3884402 2727 0 81896 267 0 28/09/22 21:04:03
42 2026084 1958584 1092 0 0 1992552 108280 6% 0.69 0.43 3.05 0.05 95.77 2512362 1754 0 51618 166 0 28/09/22 21:04:04
43 2025340 1937988 1092 0 0 1992552 108280 6% 0.69 0.43 3.05 0.05 95.77 5316319 3630 0 63708 235 0 28/09/22 21:04:05
44 2027844 1929996 1092 0 0 1992552 108280 6% 0.69 0.43 3.06 0.05 95.76 4060689 2852 0 84180 283 0 28/09/22 21:04:06
45 2026196 1912468 1092 0 0 1992552 108280 6% 0.70 0.43 3.06 0.05 95.75 3407629 2410 0 79344 258 0 28/09/22 21:04:07
46 2027368 1907648 1092 0 0 1992552 108280 6% 0.70 0.43 3.07 0.05 95.75 3920606 2741 0 78611 264 0 28/09/22 21:04:08
47 2025360 1905664 1092 0 0 1992552 108280 6% 0.70 0.43 3.07 0.05 95.74 3560024 2493 0 77943 256 0 28/09/22 21:04:09
48 2026752 1900432 1092 0 0 1992552 108280 6% 0.70 0.43 3.08 0.05 95.73 4406654 2995 0 47955 187 0 28/09/22 21:04:11
49 2025696 1897212 1092 0 0 1992552 108280 6% 0.70 0.43 3.08 0.05 95.72 3811166 2680 0 84218 280 0 28/09/22 21:04:12
50 2026320 1892716 1092 0 0 1992552 108280 6% 0.70 0.44 3.09 0.05 95.72 3955640 2694 0 42243 161 0 28/09/22 21:04:13
51 2025924 1876896 1092 0 0 1992552 108280 6% 0.70 0.44 3.09 0.05 95.71 4020073 2802 0 76700 264 0 28/09/22 21:04:14
52 2027636 1856404 1092 0 0 1992552 108280 6% 0.71 0.44 3.10 0.05 95.70 3820177 2674 0 77474 258 0 28/09/22 21:04:15
53 2027500 1852452 1092 0 0 1992552 108280 6% 0.71 0.44 3.10 0.05 95.70 3870902 2680 0 67985 231 0 28/09/22 21:04:16
54 2026472 1849428 1092 0 0 1992552 108280 6% 0.71 0.44 3.11 0.05 95.69 4177496 2905 0 78980 252 0 28/09/22 21:04:17
55 2027208 1844396 1092 0 0 1992552 108280 6% 0.71 0.44 3.11 0.05 95.68 4304797 3006 0 84745 284 0 28/09/22 21:04:18
56 2025240 1841640 1092 0 0 1992552 108280 6% 0.71 0.44 3.12 0.05 95.67 4035948 2803 0 71094 263 0 28/09/22 21:04:19
