Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
118 1852412 1908320 1096 0 0 1992552 108280 6% 1.77 0.54 3.14 0.12 94.42 3920147 2996 0 4149021 3128 0 28/09/22 21:27:17
119 1855976 1878764 1096 0 0 1992552 108280 6% 1.78 0.54 3.14 0.12 94.42 4323596 3265 0 4375653 3289 0 28/09/22 21:27:18
120 1850896 1879252 1096 0 0 1992552 108280 6% 1.78 0.54 3.15 0.12 94.41 3866793 2830 0 3844343 2825 0 28/09/22 21:27:20
121 1851752 1874172 1096 0 0 1992552 108280 6% 1.78 0.54 3.15 0.12 94.40 4256357 3214 0 4314393 3243 0 28/09/22 21:27:21
122 1847036 1874100 1096 0 0 1992552 108280 6% 1.78 0.55 3.15 0.12 94.39 4251528 3238 0 4383607 3308 0 28/09/22 21:27:22
123 1869840 1837104 1096 0 0 1992552 108280 6% 1.79 0.55 3.15 0.12 94.39 3658071 2801 0 3756076 2842 0 28/09/22 21:27:23
124 1864496 1838608 1096 0 0 1992552 108280 6% 1.79 0.55 3.16 0.12 94.38 3981613 3022 0 3994559 3005 0 28/09/22 21:27:24
125 1862920 1836140 1096 0 0 1992552 108280 6% 1.80 0.55 3.16 0.12 94.37 2934514 2012 0 2664580 1846 0 28/09/22 21:27:25
126 1866080 1820236 1096 0 0 1992552 108280 6% 1.80 0.55 3.16 0.12 94.37 4124770 3169 0 4785957 3574 0 28/09/22 21:27:26
127 1884272 1788380 1096 0 0 1992552 108280 6% 1.80 0.55 3.17 0.12 94.36 3630892 2768 0 3662488 2768 0 28/09/22 21:27:28
128 1879052 1789876 1096 0 0 1992552 108280 6% 1.80 0.55 3.17 0.12 94.35 3567868 2732 0 3551743 2705 0 28/09/22 21:27:29
129 1875748 1789348 1096 0 0 1992552 108280 6% 1.81 0.55 3.17 0.12 94.35 4251603 3245 0 4437513 3348 0 28/09/22 21:27:30
130 1880796 1779692 1096 0 0 1992552 108280 6% 1.81 0.55 3.18 0.12 94.34 3717197 2827 0 3783871 2867 0 28/09/22 21:27:31
131 1898600 1723260 1096 0 0 1992552 108280 6% 1.81 0.55 3.18 0.12 94.33 4146999 3104 0 4226023 3150 0 28/09/22 21:27:32
132 1906732 1700556 1096 0 0 1992552 108280 6% 1.82 0.55 3.18 0.12 94.32 3142380 2240 0 1481419 1175 0 28/09/22 21:27:33
133 1905980 1906348 1096 0 0 1992552 108280 6% 1.82 0.56 3.19 0.12 94.32 4873331 3575 0 4854859 3532 0 28/09/22 21:27:34
134 1905312 1902508 1096 0 0 1992552 108280 6% 1.82 0.56 3.19 0.12 94.31 4293188 3259 0 4332239 3256 0 28/09/22 21:27:35
135 1907480 1882464 1096 0 0 1992552 108280 6% 1.83 0.56 3.19 0.12 94.30 3936905 2862 0 4061149 2957 0 28/09/22 21:27:37
136 1909932 1875640 1096 0 0 1992552 108280 6% 1.83 0.56 3.19 0.12 94.30 4196058 3177 0 4245912 3176 0 28/09/22 21:27:38
137 1907028 1874280 1096 0 0 1992552 108280 6% 1.83 0.56 3.20 0.12 94.29 2327394 1823 0 2321397 1798 0 28/09/22 21:27:39
138 1912148 1866440 1096 0 0 1992552 108280 6% 1.83 0.56 3.20 0.12 94.28 5453217 3877 0 5587476 3949 0 28/09/22 21:27:40
139 1953064 1819948 1096 0 0 1992552 108280 6% 1.83 0.56 3.20 0.12 94.28 4015216 3038 0 4045511 3024 0 28/09/22 21:27:41
140 1948984 1820004 1096 0 0 1992552 108280 6% 1.84 0.56 3.21 0.12 94.27 3668892 2666 0 3686218 2668 0 28/09/22 21:27:42
141 1950984 1814488 1096 0 0 1992552 108280 6% 1.84 0.56 3.21 0.12 94.26 3745816 2727 0 3763412 2721 0 28/09/22 21:27:43
142 1950984 1810900 1096 0 0 1992552 108280 6% 1.84 0.56 3.21 0.12 94.26 4136024 3104 0 4101415 3045 0 28/09/22 21:27:44
