ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.50 74 0 2221012 3928612 29/09/22 23:35:31
2 0.99 0.99 0.00 0.00 1.98 0.00 0.00 36.50 74 0 2221012 3928612 29/09/22 23:35:33
3 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.50 74 0 2221012 3928612 29/09/22 23:35:35
4 0.00 0.00 0.00 0.00 0.00 0.00 0.00 36.50 74 0 2221012 3928612 29/09/22 23:35:37
5 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.50 74 0 2221012 3928612 29/09/22 23:35:39
6 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.50 74 0 2221012 3928612 29/09/22 23:35:41
7 0.00 0.00 0.00 0.00 0.00 0.00 0.00 36.50 74 0 2221012 3928612 29/09/22 23:35:43
8 0.00 1.00 0.00 0.00 1.00 0.00 0.00 36.50 74 0 2221012 3928612 29/09/22 23:35:45
9 28.00 12.00 0.00 0.00 40.00 272.00 0.00 36.79 83 0 2238260 3975084 29/09/22 23:35:47
10 21.00 13.00 0.00 0.00 34.00 0.00 0.00 36.77 83 0 2237408 3975084 29/09/22 23:35:49
11 28.00 11.00 0.00 0.00 39.00 14.00 0.00 36.77 84 0 2237232 3983280 29/09/22 23:35:51
12 30.00 17.00 0.00 0.00 47.00 24.00 0.00 36.76 84 0 2236612 3983280 29/09/22 23:35:53
13 12.00 8.00 0.00 0.00 20.00 2.00 0.00 36.75 84 0 2236032 3983280 29/09/22 23:35:55
14 22.00 11.00 0.00 0.00 33.00 0.00 0.00 36.74 84 0 2235408 3983280 29/09/22 23:35:57
15 18.00 14.00 0.00 0.00 32.00 2.00 0.00 36.73 84 0 2235012 3983280 29/09/22 23:35:59
16 16.83 9.90 0.00 0.00 26.73 50.50 0.00 36.72 84 0 2234316 3983280 29/09/22 23:36:01
17 24.00 8.00 0.00 0.00 32.00 0.00 0.00 36.71 84 0 2233584 3983280 29/09/22 23:36:03
18 34.00 11.00 0.00 0.00 45.00 63.00 0.00 36.70 84 0 2233344 3983280 29/09/22 23:36:05
19 29.70 7.92 0.00 0.00 37.62 0.00 0.00 36.70 84 0 2232812 3983280 29/09/22 23:36:07
20 37.00 8.00 0.00 0.00 45.00 34.00 0.00 36.68 84 0 2231984 3983280 29/09/22 23:36:09
21 26.00 10.00 0.00 0.00 36.00 0.00 0.00 36.67 84 0 2231408 3983280 29/09/22 23:36:11
22 15.00 3.00 0.00 0.00 18.00 0.00 0.00 36.66 84 0 2230816 3983280 29/09/22 23:36:13
23 30.00 19.00 0.00 0.00 49.00 63.00 0.00 36.65 85 0 2230156 3991476 29/09/22 23:36:15
24 21.00 11.00 0.00 0.00 32.00 0.00 0.00 36.64 85 0 2229544 3991476 29/09/22 23:36:18
25 31.00 12.00 0.00 0.00 43.00 14.00 0.00 36.63 85 0 2228892 3991476 29/09/22 23:36:20
26 19.00 13.00 0.00 0.00 32.00 0.00 0.00 36.63 85 0 2228560 3991476 29/09/22 23:36:22
27 17.00 8.00 0.00 0.00 25.00 0.00 0.00 36.62 85 0 2227884 3991476 29/09/22 23:36:24
28 29.00 6.00 0.00 0.00 35.00 2.00 0.00 36.60 85 0 2226840 3991476 29/09/22 23:36:26
29 29.00 8.00 0.00 0.00 37.00 57.00 0.00 36.60 85 0 2226748 3991476 29/09/22 23:36:28
30 27.00 7.00 0.00 0.00 34.00 2.00 0.00 36.59 85 0 2226288 3991476 29/09/22 23:36:30
31 33.00 10.00 0.00 0.00 43.00 32.00 0.00 36.58 85 0 2225812 3991476 29/09/22 23:36:32
32 22.00 9.00 0.00 0.00 31.00 0.00 0.00 36.57 85 0 2225236 3991476 29/09/22 23:36:34
33 21.00 6.00 0.00 0.00 27.00 2.00 0.00 36.57 85 0 2224928 3991476 29/09/22 23:36:36
34 30.00 11.00 0.00 0.00 41.00 29.00 0.00 36.56 85 0 2224412 3991476 29/09/22 23:36:38
35 20.00 12.00 0.00 0.00 32.00 0.00 0.00 36.54 85 0 2223616 3991476 29/09/22 23:36:40
36 35.00 6.00 0.00 0.00 41.00 12.00 0.00 36.54 85 0 2223068 3991476 29/09/22 23:36:42
37 10.00 5.00 0.00 0.00 15.00 42.00 0.00 36.53 85 0 2222988 3991476 29/09/22 23:36:44
38 30.00 7.00 0.00 0.00 37.00 3.00 0.00 36.54 84 0 2223488 3991476 29/09/22 23:36:46
39 19.00 11.00 0.00 0.00 30.00 0.00 0.00 36.54 84 0 2223064 3991476 29/09/22 23:36:48
40 13.00 7.00 0.00 0.00 20.00 0.00 0.00 36.54 84 0 2223408 3991476 29/09/22 23:36:50
41 32.00 9.00 0.00 0.00 41.00 164.00 0.00 36.54 84 0 2223068 3991476 29/09/22 23:36:52
42 23.00 12.00 0.00 0.00 35.00 4.00 0.00 36.52 84 0 2222184 3991476 29/09/22 23:36:54
43 24.00 12.00 0.00 0.00 36.00 252.00 0.00 36.53 84 0 2222528 3991476 29/09/22 23:36:56
44 9.00 5.00 0.00 0.00 14.00 6.00 0.00 36.52 84 0 2222076 3991476 29/09/22 23:36:58
45 28.71 12.87 0.00 0.00 41.58 187.13 0.00 36.53 84 0 2223204 3991476 29/09/22 23:37:00
46 23.00 9.00 0.00 0.00 32.00 0.00 0.00 36.55 84 0 2223800 3991476 29/09/22 23:37:02
47 27.00 8.00 0.00 0.00 35.00 14.00 0.00 36.53 84 0 2222868 3991476 29/09/22 23:37:04
48 20.00 11.00 0.00 0.00 31.00 0.00 0.00 36.56 84 0 2224768 3991476 29/09/22 23:37:06
49 21.00 9.00 0.00 0.00 30.00 44.00 0.00 36.56 84 0 2224552 3991476 29/09/22 23:37:08
50 44.00 15.00 0.00 0.00 59.00 694.00 0.00 36.60 84 0 2227080 3991476 29/09/22 23:37:10
51 28.00 8.00 0.00 0.00 36.00 1.00 0.00 36.59 84 0 2226116 3991476 29/09/22 23:37:13
52 19.00 1.00 0.00 0.00 20.00 0.00 0.00 36.63 84 0 2229052 3991476 29/09/22 23:37:15
53 38.00 7.00 0.00 0.00 45.00 204.00 0.00 36.64 84 0 2229340 3991476 29/09/22 23:37:17
54 21.00 7.00 0.00 0.00 28.00 557.00 0.00 36.68 85 0 2231996 3991476 29/09/22 23:37:19
55 47.00 23.00 0.00 0.00 70.00 133.00 0.00 36.68 85 0 2231756 3991476 29/09/22 23:37:21
56 9.00 6.00 0.00 0.00 15.00 0.00 0.00 36.68 85 0 2231756 3991476 29/09/22 23:37:23
57 35.00 14.00 0.00 0.00 49.00 975.00 0.00 36.72 85 0 2234412 3991476 29/09/22 23:37:25
58 25.00 8.00 0.00 0.00 33.00 26.00 0.00 36.71 85 0 2233888 3991476 29/09/22 23:37:27
59 41.00 18.00 0.00 0.00 59.00 1228.00 0.00 36.79 85 0 2238368 3991476 29/09/22 23:37:29
60 4.00 5.00 0.00 0.00 9.00 2.00 0.00 36.78 85 0 2237836 3991476 29/09/22 23:37:31
61 27.00 7.00 0.00 0.00 34.00 3.00 0.00 36.80 85 0 2239220 3991476 29/09/22 23:37:33
62 21.00 10.00 0.00 0.00 31.00 283.00 0.00 36.81 85 0 2239752 3991476 29/09/22 23:37:35
63 20.00 15.00 0.00 0.00 35.00 0.00 0.00 36.80 85 0 2239128 3991476 29/09/22 23:37:37
64 29.00 14.00 0.00 0.00 43.00 310.00 0.00 36.81 85 0 2239516 3991476 29/09/22 23:37:39
65 25.00 10.00 0.00 0.00 35.00 164.00 0.00 36.80 85 0 2239304 3991476 29/09/22 23:37:41
66 14.85 4.95 0.00 0.00 19.80 0.00 0.00 36.79 85 0 2238604 3991476 29/09/22 23:37:43
67 32.00 12.00 0.00 0.00 44.00 169.00 0.00 36.79 85 0 2238428 3991476 29/09/22 23:37:45
68 34.00 14.00 0.00 0.00 48.00 0.00 0.00 36.80 85 0 2238956 3991476 29/09/22 23:37:47
69 27.00 8.00 0.00 0.00 35.00 0.00 0.00 36.79 84 0 2238236 3991476 29/09/22 23:37:49
70 41.00 12.00 0.00 0.00 53.00 384.00 0.00 36.81 85 0 2239872 3991476 29/09/22 23:37:51
71 17.00 10.00 0.00 0.00 27.00 35.00 0.00 36.81 85 0 2239556 3991476 29/09/22 23:37:53
72 25.00 12.00 0.00 0.00 37.00 13.00 0.00 36.82 85 0 2240112 3991476 29/09/22 23:37:55
73 27.00 15.00 0.00 0.00 42.00 13.00 0.00 36.80 86 0 2239184 3999672 29/09/22 23:37:57
74 20.00 9.00 0.00 0.00 29.00 0.00 0.00 36.80 86 0 2239184 3999672 29/09/22 23:37:59
75 30.69 7.92 0.00 0.00 38.61 2.97 0.00 36.79 86 0 2238252 3999672 29/09/22 23:38:01
76 23.76 8.91 0.00 0.00 32.67 0.00 0.00 36.80 86 0 2239108 3999672 29/09/22 23:38:03
77 32.00 17.00 0.00 0.00 49.00 234.00 0.00 36.81 86 0 2239900 3999672 29/09/22 23:38:05
