ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 0.00 1.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:34
2 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:36
3 0.99 0.00 0.00 0.00 0.99 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:38
4 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:40
5 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:42
6 0.00 1.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:44
7 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:46
8 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:48
9 0.00 0.00 0.00 0.00 0.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:50
10 0.00 2.97 0.00 0.00 2.97 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:53
11 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:55
12 1.00 1.00 0.00 0.00 2.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:57
13 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:39:59
14 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:40:01
15 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:40:03
16 0.00 2.00 0.00 0.00 2.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:40:05
17 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:40:07
18 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:40:09
19 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.59 65 0 1556788 3221896 28/09/22 20:40:11
20 2.00 0.00 0.00 0.00 2.00 0.00 0.00 25.58 65 0 1556348 3221896 28/09/22 20:40:13
21 1.00 1.00 0.00 0.00 2.00 0.00 0.00 25.58 65 0 1556348 3221896 28/09/22 20:40:15
22 1.00 1.00 0.00 0.00 2.00 0.00 0.00 25.58 65 0 1556348 3221896 28/09/22 20:40:17
23 0.00 0.00 0.00 0.00 0.00 0.00 0.00 25.58 65 0 1556348 3221896 28/09/22 20:40:19
24 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.58 65 0 1556348 3221896 28/09/22 20:40:21
25 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.58 65 0 1556348 3221896 28/09/22 20:40:23
26 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.58 67 0 1556348 3221896 28/09/22 20:40:25
27 1.00 1.00 0.00 0.00 2.00 0.00 0.00 25.58 67 0 1556348 3221896 28/09/22 20:40:27
28 1.00 1.00 0.00 0.00 2.00 0.00 0.00 25.58 67 0 1556348 3221896 28/09/22 20:40:29
29 0.00 0.00 0.00 0.00 0.00 0.00 0.00 25.58 67 0 1556348 3221896 28/09/22 20:40:31
30 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.58 67 0 1556348 3221896 28/09/22 20:40:33
31 0.99 0.00 0.00 0.00 0.99 0.00 0.00 25.58 67 0 1556348 3221896 28/09/22 20:40:36
32 1.00 1.00 0.00 0.00 2.00 0.00 0.00 25.58 67 0 1556348 3221896 28/09/22 20:40:38
33 1.00 0.00 0.00 0.00 1.00 0.00 0.00 25.58 67 0 1556348 3221896 28/09/22 20:40:40
