ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 0.99 0.00 0.00 0.00 0.99 0.00 0.00 36.81 72 0 2239604 3924880 29/09/22 23:45:07
2 0.00 1.00 0.00 0.00 1.00 0.00 0.00 36.81 72 0 2239604 3924880 29/09/22 23:45:09
3 0.00 1.00 0.00 0.00 1.00 0.00 0.00 36.81 72 0 2239604 3924880 29/09/22 23:45:11
4 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.81 72 0 2239604 3924880 29/09/22 23:45:14
5 0.99 0.00 0.00 0.00 0.99 0.00 0.00 36.81 71 0 2239644 3916684 29/09/22 23:45:16
6 0.00 1.00 0.00 0.00 1.00 0.00 0.00 36.81 71 0 2239644 3916684 29/09/22 23:45:18
7 0.00 0.00 0.00 0.00 0.00 0.00 0.00 36.81 71 0 2239644 3916684 29/09/22 23:45:20
8 0.00 0.00 0.00 0.00 0.00 0.00 0.00 36.81 71 0 2239644 3916684 29/09/22 23:45:22
9 0.00 0.00 0.00 0.00 0.00 0.00 0.00 36.81 71 0 2239644 3916684 29/09/22 23:45:24
10 0.00 1.00 0.00 0.00 1.00 0.00 0.00 36.81 71 0 2239644 3916684 29/09/22 23:45:26
11 12.00 3.00 0.00 0.00 15.00 15.00 0.00 36.81 82 0 2239504 3974056 29/09/22 23:45:28
12 26.00 10.00 0.00 0.00 36.00 0.00 0.00 36.80 82 0 2238924 3974056 29/09/22 23:45:30
13 22.77 13.86 0.00 0.00 36.63 5.94 0.00 36.78 83 0 2238060 3982252 29/09/22 23:45:32
14 33.00 11.00 0.00 0.00 44.00 10.00 0.00 36.77 83 0 2237400 3982252 29/09/22 23:45:34
15 28.00 10.00 0.00 0.00 38.00 14.00 0.00 36.76 83 0 2236900 3982252 29/09/22 23:45:36
16 22.00 10.00 0.00 0.00 32.00 0.00 0.00 36.75 83 0 2236040 3982252 29/09/22 23:45:38
17 27.00 11.00 0.00 0.00 38.00 9.00 0.00 36.74 83 0 2235280 3982252 29/09/22 23:45:40
18 29.00 9.00 0.00 0.00 38.00 2.00 0.00 36.72 83 0 2234456 3982252 29/09/22 23:45:42
19 17.00 7.00 0.00 0.00 24.00 0.00 0.00 36.72 83 0 2234020 3982252 29/09/22 23:45:44
20 30.00 15.00 0.00 0.00 45.00 94.00 0.00 36.71 83 0 2233712 3982252 29/09/22 23:45:46
