ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 1.00 1.00 0.00 0.00 2.00 0.00 0.00 1.82 62 0 110944 1734108 05/10/22 22:37:06
2 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.82 62 0 110944 1734108 05/10/22 22:37:08
3 1.00 1.00 0.00 0.00 2.00 0.00 0.00 1.82 62 0 110944 1734108 05/10/22 22:37:10
4 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.82 62 0 110944 1734108 05/10/22 22:37:12
5 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.82 62 0 110944 1734108 05/10/22 22:37:14
6 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.82 62 0 110944 1734108 05/10/22 22:37:16
7 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.82 62 0 110944 1734108 05/10/22 22:37:18
8 0.99 0.99 0.00 0.00 1.98 0.00 0.00 1.82 62 0 110944 1734108 05/10/22 22:37:20
9 13.00 18.00 0.00 0.00 31.00 2798.00 0.00 2.66 77 0 161928 1900388 05/10/22 22:37:23
10 10.00 4.00 0.00 0.00 14.00 1791.00 0.00 2.89 77 0 175580 1912676 05/10/22 22:37:25
11 4.00 11.00 0.00 0.00 15.00 1661.00 0.00 3.11 77 0 189568 1924964 05/10/22 22:37:27
12 16.00 14.00 0.00 0.00 30.00 2779.00 0.00 3.55 78 0 216452 1957368 05/10/22 22:37:29
13 16.00 12.00 0.00 0.00 28.00 276.00 0.00 3.93 78 0 239432 1979436 05/10/22 22:37:31
14 22.00 10.00 0.00 0.00 32.00 169.00 0.00 4.34 78 0 263928 2005232 05/10/22 22:37:33
15 32.00 8.00 0.00 0.00 40.00 6839.00 0.00 4.87 78 0 296384 2037448 05/10/22 22:37:35
16 26.73 6.93 0.00 0.00 33.66 1636.63 0.00 4.99 78 0 303756 2040520 05/10/22 22:37:37
17 24.00 11.00 0.00 0.00 35.00 4756.00 0.00 5.47 78 0 332624 2070964 05/10/22 22:37:39
18 22.00 24.00 0.00 0.00 46.00 6435.00 0.00 5.95 78 0 361816 2100764 05/10/22 22:37:41
