Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
1 2066112 1983328 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.76 120 1 0 0 0 0 28/09/22 21:35:21
2 2065856 1983580 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.76 1901 6 0 1934 6 0 28/09/22 21:35:22
3 2065856 1983580 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.76 1979 5 0 1396 6 0 28/09/22 21:35:23
4 2067492 1981940 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.76 1900 6 0 1938 6 0 28/09/22 21:35:24
5 2067524 1981908 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.76 120 1 0 0 0 0 28/09/22 21:35:25
6 2066460 1982972 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.76 2308 8 0 2324 10 0 28/09/22 21:35:26
7 2067344 1982088 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 2073 6 0 952 5 0 28/09/22 21:35:27
8 2066436 1982996 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 2466 8 0 2685 8 0 28/09/22 21:35:28
9 2067628 1981804 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 120 1 0 0 0 0 28/09/22 21:35:29
10 2066444 1982988 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 2020 7 0 1938 6 0 28/09/22 21:35:30
11 2067460 1981972 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 0 0 0 0 0 0 28/09/22 21:35:31
12 2066460 1982972 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 2415 7 0 2303 8 0 28/09/22 21:35:33
13 2067172 1982256 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 1900 6 0 1938 6 0 28/09/22 21:35:34
14 2066400 1983028 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 120 1 0 0 0 0 28/09/22 21:35:35
15 2067520 1981908 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 2308 8 0 2324 10 0 28/09/22 21:35:36
16 2066432 1982996 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 1007 4 0 270 2 0 28/09/22 21:35:37
17 2067456 1981972 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 3532 10 0 3369 11 0 28/09/22 21:35:38
18 2066676 1982752 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 120 1 0 0 0 0 28/09/22 21:35:39
19 2067452 1981972 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 1900 6 0 1938 6 0 28/09/22 21:35:40
20 2066732 1982672 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 184 2 0 0 0 0 28/09/22 21:35:41
21 2067528 1981876 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 3259 9 0 3268 11 0 28/09/22 21:35:42
22 2066652 1982752 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 620 2 0 66 1 0 28/09/22 21:35:43
23 2067432 1981972 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 1900 6 0 1938 6 0 28/09/22 21:35:44
24 2066644 1982760 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 120 1 0 0 0 0 28/09/22 21:35:45
25 2067496 1981908 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 2501 10 0 2528 11 0 28/09/22 21:35:46
26 2066684 1982720 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 2789 7 0 2398 8 0 28/09/22 21:35:48
27 2067528 1981876 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 624 2 0 438 2 0 28/09/22 21:35:49
28 2066692 1982712 1092 0 0 1992552 108280 6% 1.03 0.63 4.50 0.07 93.77 1986 7 0 1938 6 0 28/09/22 21:35:50
