ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840632 3565068 28/09/22 21:25:14
2 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840632 3565068 28/09/22 21:25:16
3 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840560 3565068 28/09/22 21:25:18
4 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840560 3565068 28/09/22 21:25:20
5 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840560 3565068 28/09/22 21:25:22
6 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840484 3565068 28/09/22 21:25:24
7 0.00 0.00 0.00 0.00 0.00 0.00 0.00 30.25 66 0 1840484 3565068 28/09/22 21:25:26
8 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840484 3565068 28/09/22 21:25:28
9 4.00 0.00 0.00 0.00 4.00 0.00 0.00 30.25 66 0 1840484 3565068 28/09/22 21:25:30
10 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840404 3565068 28/09/22 21:25:32
11 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840404 3565068 28/09/22 21:25:34
12 0.00 0.00 0.00 0.00 0.00 0.00 0.00 30.25 66 0 1840404 3565068 28/09/22 21:25:36
13 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840320 3565068 28/09/22 21:25:38
14 0.00 0.00 0.00 0.00 0.00 0.00 0.00 30.25 66 0 1840320 3565068 28/09/22 21:25:40
15 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.25 66 0 1840320 3565068 28/09/22 21:25:42
16 2.00 0.00 0.00 0.00 2.00 0.00 0.00 30.25 66 0 1840320 3565068 28/09/22 21:25:44
17 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.24 66 0 1840232 3565068 28/09/22 21:25:47
18 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.24 66 0 1840232 3565068 28/09/22 21:25:49
19 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.24 66 0 1840232 3565068 28/09/22 21:25:51
