ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 1.00 1.00 0.00 0.00 2.00 2.00 0.00 1.85 70 0 112324 1841420 29/09/22 23:04:14
2 2.00 0.00 0.00 0.00 2.00 0.00 0.00 1.85 70 0 112324 1841420 29/09/22 23:04:16
3 1.00 0.00 0.00 0.00 1.00 2.00 0.00 1.85 70 0 112324 1841420 29/09/22 23:04:19
4 0.00 2.00 0.00 0.00 2.00 0.00 0.00 1.85 70 0 112320 1841420 29/09/22 23:04:21
5 2.00 0.00 0.00 0.00 2.00 16.00 0.00 1.85 70 0 112320 1841420 29/09/22 23:04:23
6 0.00 2.00 0.00 0.00 2.00 0.00 0.00 1.85 70 0 112320 1841420 29/09/22 23:04:25
7 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 70 0 112320 1841420 29/09/22 23:04:27
8 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.85 70 0 112320 1841420 29/09/22 23:04:29
9 0.00 3.00 0.00 0.00 3.00 1.00 0.00 1.85 70 0 112320 1841420 29/09/22 23:04:31
10 2.00 0.00 0.00 0.00 2.00 0.00 0.00 1.85 70 0 112320 1841420 29/09/22 23:04:33
11 1.00 0.00 0.00 0.00 1.00 15.00 0.00 1.85 70 0 112580 1841420 29/09/22 23:04:35
12 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 70 0 112580 1841420 29/09/22 23:04:37
13 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.85 70 0 112580 1841420 29/09/22 23:04:39
14 1.00 1.00 0.00 0.00 2.00 2.00 0.00 1.85 70 0 112580 1841420 29/09/22 23:04:41
15 0.99 8.91 0.00 0.00 9.90 7537.62 0.00 2.33 71 0 148076 1875336 29/09/22 23:04:43
16 17.00 7.00 0.00 0.00 24.00 1946.00 0.00 2.76 71 0 167980 1882456 29/09/22 23:04:45
17 38.00 0.00 0.00 0.00 38.00 2893.00 0.00 2.99 71 0 181660 1882456 29/09/22 23:04:47
18 35.00 0.00 0.00 0.00 35.00 3487.00 0.00 3.38 71 0 205840 1890652 29/09/22 23:04:49
19 41.00 0.00 0.00 0.00 41.00 4304.00 0.00 3.77 72 0 229336 1925380 29/09/22 23:04:51
20 44.00 2.00 0.00 0.00 46.00 4709.00 0.00 4.14 72 0 251740 1960200 29/09/22 23:04:53
21 35.00 0.00 0.00 0.00 35.00 2691.00 0.00 4.42 72 0 269064 1960200 29/09/22 23:04:55
22 36.00 6.00 0.00 0.00 42.00 3188.00 0.00 4.87 72 0 296048 2000980 29/09/22 23:04:57
23 28.00 10.00 0.00 0.00 38.00 3455.00 0.00 5.15 72 0 313120 2000980 29/09/22 23:04:59
24 22.00 4.00 0.00 0.00 26.00 2058.00 0.00 5.46 72 0 332152 2038780 29/09/22 23:05:01
25 30.00 4.00 0.00 0.00 34.00 116.00 0.00 5.99 73 0 364216 2060944 29/09/22 23:05:03
26 29.00 0.00 0.00 0.00 29.00 2333.00 0.00 6.12 73 0 372520 2066812 29/09/22 23:05:05
27 33.00 8.00 0.00 0.00 41.00 3702.00 0.00 6.54 73 0 397888 2117372 29/09/22 23:05:07
28 35.00 0.00 0.00 0.00 35.00 173.00 0.00 6.82 73 0 414616 2117372 29/09/22 23:05:09
29 29.00 6.00 0.00 0.00 35.00 2620.00 0.00 7.24 73 0 440408 2160176 29/09/22 23:05:12
30 35.00 17.00 0.00 0.00 52.00 210.00 0.00 7.50 73 0 456024 2160176 29/09/22 23:05:14
31 32.00 7.00 0.00 0.00 39.00 920.00 0.00 7.66 73 0 466048 2162132 29/09/22 23:05:16
32 33.00 0.00 0.00 0.00 33.00 740.00 0.00 7.81 73 0 475200 2196952 29/09/22 23:05:18
33 37.00 3.00 0.00 0.00 40.00 5285.00 0.00 8.19 72 0 498340 2196952 29/09/22 23:05:20
34 31.00 7.00 0.00 0.00 38.00 2034.00 0.00 8.38 72 0 510364 2202268 29/09/22 23:05:22
35 19.00 8.00 0.00 0.00 27.00 93.00 0.00 8.84 72 0 537812 2241000 29/09/22 23:05:24
36 40.00 11.00 0.00 0.00 51.00 8063.00 0.00 9.33 72 0 567544 2274796 29/09/22 23:05:26
37 35.00 1.00 0.00 0.00 36.00 141.00 0.00 9.41 72 0 572664 2274796 29/09/22 23:05:28
38 22.00 6.00 0.00 0.00 28.00 2245.00 0.00 9.59 72 0 583788 2275820 29/09/22 23:05:30
39 34.00 13.00 0.00 0.00 47.00 5332.00 0.00 10.00 72 0 608172 2328084 29/09/22 23:05:32
40 19.00 7.00 0.00 0.00 26.00 1739.00 0.00 10.79 72 0 656420 2360856 29/09/22 23:05:34
41 27.00 8.00 0.00 0.00 35.00 757.00 0.00 10.89 72 0 662476 2360856 29/09/22 23:05:36
42 38.00 2.00 0.00 0.00 40.00 1538.00 0.00 10.93 72 0 664820 2360856 29/09/22 23:05:38
43 27.00 12.00 0.00 0.00 39.00 1888.00 0.00 11.33 72 0 691240 2380232 29/09/22 23:05:40
44 25.00 10.00 0.00 0.00 35.00 2587.00 0.00 11.70 72 0 712000 2401700 29/09/22 23:05:42
45 28.00 4.00 0.00 0.00 32.00 95.00 0.00 11.98 72 0 729208 2444620 29/09/22 23:05:44
46 35.00 0.00 0.00 0.00 35.00 1625.00 0.00 12.20 72 0 742272 2444620 29/09/22 23:05:46
47 40.00 5.00 0.00 0.00 45.00 3127.00 0.00 12.54 72 0 763332 2483260 29/09/22 23:05:48
48 15.00 7.00 0.00 0.00 22.00 1635.00 0.00 13.11 72 0 793032 2491176 29/09/22 23:05:50
49 35.00 2.00 0.00 0.00 37.00 2093.00 0.00 13.14 72 0 799688 2495088 29/09/22 23:05:52
50 17.00 2.00 0.00 0.00 19.00 2028.00 0.00 13.51 72 0 822324 2535684 29/09/22 23:05:54
51 29.00 7.00 0.00 0.00 36.00 187.00 0.00 13.86 72 0 843432 2535684 29/09/22 23:05:56
52 32.00 7.00 0.00 0.00 39.00 39.00 0.00 14.21 72 0 864536 2572460 29/09/22 23:05:58
53 28.71 7.92 0.00 0.00 36.63 3974.26 0.00 14.52 72 0 883196 2576464 29/09/22 23:06:00
54 42.00 6.00 0.00 0.00 48.00 4034.00 0.00 14.94 72 0 909092 2632672 29/09/22 23:06:02
55 9.00 4.00 0.00 0.00 13.00 65.00 0.00 15.14 72 0 920972 2632672 29/09/22 23:06:04
56 11.00 3.00 0.00 0.00 14.00 384.00 0.00 15.27 72 0 928860 2632672 29/09/22 23:06:06
57 33.00 2.00 0.00 0.00 35.00 1767.00 0.00 15.39 72 0 936352 2632672 29/09/22 23:06:09
58 36.00 1.00 0.00 0.00 37.00 245.00 0.00 15.84 72 0 963972 2670380 29/09/22 23:06:11
59 20.00 6.00 0.00 0.00 26.00 3732.00 0.00 16.03 72 0 975524 2670380 29/09/22 23:06:13
60 21.00 5.00 0.00 0.00 26.00 996.00 0.00 16.32 72 0 993092 2705108 29/09/22 23:06:15
61 28.00 16.00 0.00 0.00 44.00 2129.00 0.00 16.53 72 0 1005808 2705108 29/09/22 23:06:17
62 42.00 9.00 0.00 0.00 51.00 3629.00 0.00 16.72 72 0 1017524 2708088 29/09/22 23:06:19
63 28.00 3.00 0.00 0.00 31.00 2349.00 0.00 16.82 72 0 1023476 2712000 29/09/22 23:06:21
64 41.00 7.00 0.00 0.00 48.00 5242.00 0.00 17.31 72 0 1053236 2749956 29/09/22 23:06:23
65 22.00 3.00 0.00 0.00 25.00 2120.00 0.00 17.40 72 0 1058612 2749956 29/09/22 23:06:25
66 15.00 12.00 0.00 0.00 27.00 3216.00 0.00 17.72 72 0 1078068 2795044 29/09/22 23:06:27
67 33.00 0.00 0.00 0.00 33.00 160.00 0.00 18.08 72 0 1099872 2795044 29/09/22 23:06:29
68 35.00 16.00 0.00 0.00 51.00 4695.00 0.00 18.38 72 0 1118156 2809852 29/09/22 23:06:31
69 23.00 4.00 0.00 0.00 27.00 2023.00 0.00 18.56 72 0 1129812 2818700 29/09/22 23:06:33
70 38.00 6.00 0.00 0.00 44.00 1925.00 0.00 18.89 72 0 1149232 2836660 29/09/22 23:06:35
71 5.00 5.00 0.00 0.00 10.00 2202.00 0.00 19.70 72 0 1198460 2910028 29/09/22 23:06:37
72 15.00 6.00 0.00 0.00 21.00 780.00 0.00 19.69 72 0 1198248 2910028 29/09/22 23:06:39
73 28.00 8.00 0.00 0.00 36.00 1492.00 0.00 19.74 72 0 1201336 2910028 29/09/22 23:06:41
74 39.00 6.00 0.00 0.00 45.00 1502.00 0.00 20.37 72 0 1239184 2943824 29/09/22 23:06:43
75 34.00 2.00 0.00 0.00 36.00 290.00 0.00 20.36 72 0 1238940 2943824 29/09/22 23:06:45
76 18.00 15.00 0.00 0.00 33.00 6868.00 0.00 20.86 72 0 1268980 2957796 29/09/22 23:06:47
77 43.00 10.00 0.00 0.00 53.00 5203.00 0.00 21.15 72 0 1287080 2990568 29/09/22 23:06:49
78 24.75 3.96 0.00 0.00 28.71 766.34 0.00 21.18 71 0 1289460 2990568 29/09/22 23:06:51
79 29.00 4.00 0.00 0.00 33.00 321.00 0.00 21.69 72 0 1319892 3013476 29/09/22 23:06:53
80 14.00 5.00 0.00 0.00 19.00 1663.00 0.00 21.89 72 0 1331716 3017388 29/09/22 23:06:55
81 35.00 15.00 0.00 0.00 50.00 8258.00 0.00 22.48 72 0 1367744 3065808 29/09/22 23:06:57
82 25.00 11.00 0.00 0.00 36.00 3494.00 0.00 22.64 72 0 1377508 3098580 29/09/22 23:06:59
83 24.00 6.00 0.00 0.00 30.00 1132.00 0.00 22.81 72 0 1388024 3098580 29/09/22 23:07:01
84 16.00 4.00 0.00 0.00 20.00 105.00 0.00 23.14 72 0 1408148 3098580 29/09/22 23:07:04
85 23.00 12.00 0.00 0.00 35.00 4120.00 0.00 23.54 72 0 1432220 3119408 29/09/22 23:07:06
86 27.00 4.00 0.00 0.00 31.00 424.00 0.00 24.05 72 0 1463092 3158048 29/09/22 23:07:08
87 26.00 6.00 0.00 0.00 32.00 134.00 0.00 24.13 72 0 1468464 3162788 29/09/22 23:07:10
