ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:19
2 2.00 0.00 0.00 0.00 2.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:21
3 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:23
4 0.00 0.00 0.00 0.00 0.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:25
5 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:27
6 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:29
7 2.00 0.00 0.00 0.00 2.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:31
8 1.00 1.00 0.00 0.00 2.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:33
9 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:35
10 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:37
11 0.00 0.00 0.00 0.00 0.00 0.00 0.00 36.80 69 0 2239256 3937632 29/09/22 23:35:39
12 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.80 69 0 2238940 3937632 29/09/22 23:35:41
13 1.00 0.00 0.00 0.00 1.00 0.00 0.00 36.80 70 0 2238940 3938660 29/09/22 23:35:44
14 1.00 0.00 0.00 0.00 1.00 37.00 0.00 36.80 70 0 2238940 3945072 29/09/22 23:35:46
15 32.00 6.00 0.00 0.00 38.00 1.00 0.00 37.09 71 0 2256564 3959972 29/09/22 23:35:48
16 32.00 5.00 0.00 0.00 37.00 6.00 0.00 36.94 72 0 2247360 3959972 29/09/22 23:35:50
17 26.00 5.00 0.00 0.00 31.00 1.00 0.00 36.80 72 0 2239020 3959972 29/09/22 23:35:52
18 39.00 11.00 0.00 0.00 50.00 107.00 0.00 36.65 72 0 2229844 3959972 29/09/22 23:35:54
19 23.00 3.00 0.00 0.00 26.00 113.00 0.00 36.55 72 0 2223748 3959972 29/09/22 23:35:56
20 31.00 7.00 0.00 0.00 38.00 9.00 0.00 36.40 72 0 2213868 3959972 29/09/22 23:35:58
21 37.00 9.00 0.00 0.00 46.00 326.00 0.00 36.30 72 0 2208692 3959972 29/09/22 23:36:00
22 39.00 6.00 0.00 0.00 45.00 73.00 0.00 36.23 72 0 2204516 3959972 29/09/22 23:36:02
23 30.00 4.00 0.00 0.00 34.00 1.00 0.00 36.10 72 0 2196440 3959972 29/09/22 23:36:04
24 38.00 8.00 0.00 0.00 46.00 98.00 0.00 35.94 72 0 2186572 3959972 29/09/22 23:36:06
25 47.00 10.00 0.00 0.00 57.00 2.00 0.00 35.80 72 0 2178188 3959972 29/09/22 23:36:08
26 31.00 6.00 0.00 0.00 37.00 0.00 0.00 35.67 73 0 2170348 3959972 29/09/22 23:36:10
27 34.00 6.00 0.00 0.00 40.00 0.00 0.00 35.53 73 0 2161916 3959972 29/09/22 23:36:12
28 32.00 3.00 0.00 0.00 35.00 0.00 0.00 35.45 73 0 2156848 3959972 29/09/22 23:36:14
