Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
1 2338416 2233748 1084 0 0 1992552 108280 6% 3.20 1.45 7.67 0.23 87.43 1001 6 0 2277 4 0 29/09/22 23:16:17
2 2338844 2233312 1084 0 0 1992552 108280 6% 3.20 1.45 7.66 0.23 87.44 1095 4 0 971 3 0 29/09/22 23:16:18
3 2339728 2232424 1084 0 0 1992552 108280 6% 3.20 1.45 7.66 0.23 87.44 1537 5 0 1409 5 0 29/09/22 23:16:19
4 2338924 2233228 1084 0 0 1992552 108280 6% 3.20 1.46 7.65 0.23 87.45 558 3 0 533 1 0 29/09/22 23:16:20
5 2339696 2232456 1084 0 0 1992552 108280 6% 3.20 1.46 7.65 0.23 87.45 5640 19 0 6509 23 0 29/09/22 23:16:21
6 2338980 2233164 1084 0 0 1992552 108280 6% 3.20 1.46 7.65 0.23 87.45 2602 6 0 731 4 0 29/09/22 23:16:22
7 2339044 2233100 1084 0 0 1992552 108280 6% 3.20 1.46 7.65 0.23 87.46 1538 5 0 2086 6 0 29/09/22 23:16:23
8 2340036 2232108 1084 0 0 1992552 108280 6% 3.20 1.46 7.64 0.23 87.46 438 2 0 533 1 0 29/09/22 23:16:24
9 2338980 2233164 1084 0 0 1992552 108280 6% 3.20 1.46 7.64 0.23 87.47 1354 5 0 1080 5 0 29/09/22 23:16:25
10 2339972 2232172 1084 0 0 1992552 108280 6% 3.20 1.46 7.63 0.23 87.47 2448 9 0 2665 7 0 29/09/22 23:16:26
11 2338756 2233384 1084 0 0 1992552 108280 6% 3.19 1.46 7.63 0.23 87.48 1161 3 0 876 4 0 29/09/22 23:16:27
12 2339780 2232360 1084 0 0 1992552 108280 6% 3.19 1.46 7.63 0.23 87.48 869 4 0 1066 2 0 29/09/22 23:16:28
13 2338740 2233384 1084 0 0 1992552 108280 6% 3.19 1.46 7.64 0.23 87.47 1161 3 0 876 4 0 29/09/22 23:16:30
14 2339700 2232424 1084 0 0 1992552 108280 6% 3.19 1.46 7.63 0.23 87.48 4533 16 0 5094 18 0 29/09/22 23:16:31
15 2338952 2233172 1084 0 0 1992552 108280 6% 3.19 1.46 7.63 0.23 87.48 2602 6 0 733 4 0 29/09/22 23:16:32
