Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
1 2365276 1921668 1088 0 0 1992552 108280 6% 4.95 2.96 15.09 0.28 76.71 2308 7 0 1888 5 0 29/09/22 23:35:28
2 2365556 1921384 1088 0 0 1992552 108280 6% 4.95 2.96 15.08 0.28 76.72 1592 5 0 1416 5 0 29/09/22 23:35:29
3 2365524 1921416 1088 0 0 1992552 108280 6% 4.95 2.96 15.08 0.28 76.73 763 6 0 876 4 0 29/09/22 23:35:30
4 2366876 1920060 1088 0 0 1992552 108280 6% 4.95 2.96 15.08 0.28 76.73 2604 7 0 2113 8 0 29/09/22 23:35:31
5 2366176 1920760 1088 0 0 1992552 108280 6% 4.95 2.96 15.09 0.28 76.72 970 3 0 603 2 0 29/09/22 23:35:32
6 2366940 1919996 1088 0 0 1992552 108280 6% 4.95 2.96 15.08 0.28 76.73 1586 5 0 1409 5 0 29/09/22 23:35:33
7 2366096 1920840 1088 0 0 1992552 108280 6% 4.94 2.96 15.09 0.28 76.73 436 2 0 537 1 0 29/09/22 23:35:34
8 2367224 1919712 1088 0 0 1992552 108280 6% 4.94 2.96 15.09 0.28 76.73 2187 9 0 1999 10 0 29/09/22 23:35:35
9 2366088 1920848 1088 0 0 1992552 108280 6% 4.94 2.96 15.09 0.28 76.73 1481 5 0 1213 4 0 29/09/22 23:35:36
10 2367140 1919776 1088 0 0 1992552 108280 6% 4.94 2.96 15.08 0.28 76.74 2533 8 0 1913 8 0 29/09/22 23:35:37
11 2366180 1920736 1088 0 0 1992552 108280 6% 4.94 2.96 15.08 0.27 76.74 1157 3 0 872 4 0 29/09/22 23:35:39
12 2367204 1919712 1088 0 0 1992552 108280 6% 4.94 2.96 15.09 0.27 76.73 865 4 0 1074 2 0 29/09/22 23:35:40
13 2366068 1920848 1088 0 0 1992552 108280 6% 4.94 2.96 15.09 0.27 76.74 2759 8 0 2391 10 0 29/09/22 23:35:41
14 2366920 1919996 1088 0 0 1992552 108280 6% 4.94 2.96 15.08 0.27 76.74 1403 5 0 1153 3 0 29/09/22 23:35:42
15 2366124 1920792 1088 0 0 1992552 108280 6% 4.93 2.96 15.08 0.27 76.75 1295 5 0 2225 6 0 29/09/22 23:35:43
16 2366792 1920124 1088 0 0 1992552 108280 6% 4.93 2.96 15.07 0.27 76.76 868 4 0 1080 2 0 29/09/22 23:35:44
17 2365768 1921148 1088 0 0 1992552 108280 6% 4.93 2.96 15.07 0.27 76.76 1587 5 0 1266 8 0 29/09/22 23:35:45
18 2365792 1921124 1088 0 0 1992552 108280 6% 4.93 2.96 15.06 0.27 76.77 10415839 6891 0 9073 108 0 29/09/22 23:35:46
