ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 0.00 2.00 0.00 0.00 2.00 2.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:10:56
2 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:10:58
3 2.00 0.00 0.00 0.00 2.00 1.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:11:00
4 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:11:02
5 0.00 1.00 0.00 0.00 1.00 0.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:11:04
6 1.00 0.00 0.00 0.00 1.00 1.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:11:06
7 0.00 1.00 0.00 0.00 1.00 0.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:11:08
8 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:11:10
9 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:11:12
10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:11:14
11 1.00 0.00 0.00 0.00 1.00 16.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:11:16
12 1.00 1.00 0.00 0.00 2.00 1.00 0.00 1.86 60 0 113160 1794296 05/10/22 23:11:18
13 21.00 0.00 0.00 0.00 21.00 2023.00 0.00 2.57 62 0 156520 1828540 05/10/22 23:11:20
14 29.00 1.00 0.00 0.00 30.00 3513.00 0.00 2.89 62 0 176408 1844280 05/10/22 23:11:23
15 30.00 4.00 0.00 0.00 34.00 5052.00 0.00 3.43 62 0 208988 1903872 05/10/22 23:11:25
16 31.00 3.00 0.00 0.00 34.00 2323.00 0.00 3.60 62 0 219664 1903872 05/10/22 23:11:27
17 31.00 2.00 0.00 0.00 33.00 2047.00 0.00 3.96 62 0 241036 1907784 05/10/22 23:11:29
18 44.00 0.00 0.00 0.00 44.00 7041.00 0.00 4.58 63 0 278592 1973520 05/10/22 23:11:31
19 19.00 7.00 0.00 0.00 26.00 2667.00 0.00 4.74 63 0 288732 1973520 05/10/22 23:11:33
20 31.00 7.00 0.00 0.00 38.00 3966.00 0.00 5.20 67 0 316596 2021568 05/10/22 23:11:35
21 30.00 1.00 0.00 0.00 31.00 203.00 0.00 5.55 67 0 337700 2021568 05/10/22 23:11:37
22 29.00 4.00 0.00 0.00 33.00 2746.00 0.00 5.85 67 0 355692 2029484 05/10/22 23:11:39
23 32.00 5.00 0.00 0.00 37.00 1321.00 0.00 6.13 67 0 373100 2066168 05/10/22 23:11:41
24 19.00 6.00 0.00 0.00 25.00 3126.00 0.00 6.37 67 0 387408 2066168 05/10/22 23:11:43
