Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
120 1177040 2626308 1088 0 0 1992552 108280 6% 3.78 2.32 15.33 0.21 78.36 3550353 2448 0 54281 189 0 05/10/22 22:59:32
121 1193928 2597240 1088 0 0 1992552 108280 6% 3.78 2.32 15.34 0.21 78.34 4202543 2926 0 72598 258 0 05/10/22 22:59:34
122 1195752 2590972 1088 0 0 1992552 108280 6% 3.79 2.33 15.35 0.21 78.32 3331030 2330 0 63215 203 0 05/10/22 22:59:35
123 1219240 2563856 1088 0 0 1992552 108280 6% 3.79 2.33 15.36 0.21 78.30 4535391 3069 0 38420 162 0 05/10/22 22:59:36
124 1225404 2553280 1088 0 0 1992552 108280 6% 3.79 2.33 15.36 0.21 78.29 3323736 2269 0 41921 160 0 05/10/22 22:59:37
125 1243608 2531208 1088 0 0 1992552 108280 6% 3.80 2.33 15.37 0.21 78.28 4337072 3012 0 77402 267 0 05/10/22 22:59:38
126 1244612 2525788 1088 0 0 1992552 108280 6% 3.80 2.33 15.39 0.21 78.26 4183299 2883 0 63961 226 0 05/10/22 22:59:39
127 1266344 2466008 1088 0 0 1992552 108280 6% 3.81 2.34 15.39 0.21 78.24 3967089 2679 0 30995 139 0 05/10/22 22:59:40
128 1271168 2457408 1088 0 0 1992552 108280 6% 3.81 2.34 15.40 0.21 78.23 3556422 2397 0 26316 118 0 05/10/22 22:59:41
129 1271356 2453236 1088 0 0 1992552 108280 6% 3.81 2.34 15.40 0.22 78.23 4404017 2995 0 42195 171 0 05/10/22 22:59:42
130 1276984 2442896 1088 0 0 1992552 108280 6% 3.82 2.34 15.41 0.22 78.22 3865708 2680 0 64497 241 0 05/10/22 22:59:43
131 1289508 2418168 1088 0 0 1992552 108280 6% 3.82 2.34 15.42 0.22 78.20 3441870 2402 0 60366 223 0 05/10/22 22:59:44
132 1321492 2382336 1088 0 0 1992552 108280 6% 3.83 2.34 15.43 0.22 78.19 3761880 2559 0 39801 172 0 05/10/22 22:59:45
133 1324256 2375060 1088 0 0 1992552 108280 6% 3.83 2.35 15.43 0.22 78.18 3947079 2744 0 67699 235 0 05/10/22 22:59:47
134 1325272 2369972 1088 0 0 1992552 108280 6% 3.83 2.35 15.44 0.22 78.16 4215224 2934 0 74059 252 0 05/10/22 22:59:48
135 1358580 2291000 1088 0 0 1992552 108280 6% 3.84 2.35 15.45 0.22 78.14 4100369 2861 0 72505 254 0 05/10/22 22:59:49
136 1358352 2287024 1088 0 0 1992552 108280 6% 3.85 2.36 15.46 0.22 78.12 3059956 2136 0 58633 200 0 05/10/22 22:59:50
137 1359416 2282824 1088 0 0 1992552 108280 6% 3.85 2.36 15.47 0.22 78.10 4241921 2844 0 25097 129 0 05/10/22 22:59:51
138 1361952 2276116 1088 0 0 1992552 108280 6% 3.85 2.36 15.47 0.22 78.10 3578066 2486 0 63210 212 0 05/10/22 22:59:52
