ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 2.00 2.00 0.00 0.00 4.00 0.00 0.00 30.79 68 0 1873580 3614228 28/09/22 21:35:49
2 0.98 0.00 0.00 0.00 0.98 0.00 0.00 30.79 68 0 1873580 3614228 28/09/22 21:35:51
3 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.79 68 0 1873580 3614228 28/09/22 21:35:53
4 1.00 1.00 0.00 0.00 2.00 0.00 0.00 30.79 68 0 1873580 3614228 28/09/22 21:35:55
5 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.79 68 0 1873580 3614228 28/09/22 21:35:57
6 0.00 0.00 0.00 0.00 0.00 0.00 0.00 30.79 68 0 1873580 3614228 28/09/22 21:35:59
7 0.00 0.00 0.00 0.00 0.00 0.00 0.00 30.79 68 0 1873580 3614228 28/09/22 21:36:01
8 1.00 0.00 0.00 0.00 1.00 0.00 0.00 30.79 69 0 1873580 3615256 28/09/22 21:36:03
9 0.00 0.00 0.00 0.00 0.00 0.00 0.00 30.79 69 0 1873580 3615256 28/09/22 21:36:05
10 34.00 13.00 0.00 0.00 47.00 12.00 0.00 31.22 83 0 1899780 3697216 28/09/22 21:36:07
11 42.00 6.00 0.00 0.00 48.00 11.00 0.00 31.09 83 0 1891588 3697216 28/09/22 21:36:09
12 37.00 7.00 0.00 0.00 44.00 0.00 0.00 30.95 83 0 1883052 3697216 28/09/22 21:36:11
13 48.00 8.00 0.00 0.00 56.00 116.00 0.00 30.85 83 0 1876592 3705412 28/09/22 21:36:13
14 44.00 10.00 0.00 0.00 54.00 0.00 0.00 30.71 84 0 1868804 3705412 28/09/22 21:36:15
15 43.00 8.00 0.00 0.00 51.00 0.00 0.00 30.55 84 0 1858896 3705412 28/09/22 21:36:17
16 38.00 6.00 0.00 0.00 44.00 0.00 0.00 30.40 84 0 1849448 3705412 28/09/22 21:36:20
17 44.00 7.00 0.00 0.00 51.00 21.00 0.00 30.24 84 0 1839740 3705412 28/09/22 21:36:22
