Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
1 248568 4097412 1088 0 0 1992552 108280 6% 2.49 1.69 10.43 0.15 85.24 1478 5 0 1217 4 0 05/10/22 22:37:03
2 248740 4097228 1088 0 0 1992552 108280 6% 2.49 1.69 10.42 0.15 85.24 1470 4 0 1415 5 0 05/10/22 22:37:04
3 248464 4097488 1088 0 0 1992552 108280 6% 2.49 1.69 10.42 0.15 85.25 817 6 0 1422 3 0 05/10/22 22:37:06
4 250020 4095928 1088 0 0 1992552 108280 6% 2.49 1.69 10.42 0.15 85.25 1470 4 0 1415 5 0 05/10/22 22:37:07
5 248868 4097080 1088 0 0 1992552 108280 6% 2.49 1.69 10.41 0.15 85.25 558 3 0 539 1 0 05/10/22 22:37:08
6 249648 4096300 1088 0 0 1992552 108280 6% 2.49 1.69 10.41 0.15 85.26 2410 6 0 2111 8 0 05/10/22 22:37:09
7 248868 4097080 1088 0 0 1992552 108280 6% 2.49 1.69 10.41 0.15 85.26 1595 5 0 1413 5 0 05/10/22 22:37:10
8 249752 4096196 1088 0 0 1992552 108280 6% 2.49 1.69 10.41 0.15 85.26 431 2 0 537 1 0 05/10/22 22:37:11
9 249240 4096708 1088 0 0 1992552 108280 6% 2.49 1.69 10.40 0.15 85.27 1595 5 0 1413 5 0 05/10/22 22:37:12
10 250020 4095928 1088 0 0 1992552 108280 6% 2.48 1.69 10.40 0.15 85.27 1353 4 0 1215 4 0 05/10/22 22:37:13
11 249152 4096796 1088 0 0 1992552 108280 6% 2.48 1.69 10.40 0.15 85.28 1475 4 0 1413 5 0 05/10/22 22:37:14
12 249744 4096196 1088 0 0 1992552 108280 6% 2.48 1.69 10.40 0.15 85.27 379 4 0 883 2 0 05/10/22 22:37:15
13 248932 4097008 1088 0 0 1992552 108280 6% 2.48 1.69 10.40 0.15 85.28 1906 6 0 1950 6 0 05/10/22 22:37:16
14 249640 4096300 1088 0 0 1992552 108280 6% 2.48 1.69 10.39 0.15 85.28 120 1 0 0 0 0 05/10/22 22:37:17
15 249232 4096708 1088 0 0 1992552 108280 6% 2.48 1.69 10.39 0.15 85.28 2407 6 0 2107 8 0 05/10/22 22:37:18
16 249948 4095992 1088 0 0 1992552 108280 6% 2.48 1.69 10.39 0.15 85.29 2636 7 0 1967 7 0 05/10/22 22:37:19
17 249048 4096860 1088 0 0 1992552 108280 6% 2.48 1.69 10.39 0.15 85.28 1497 4 0 1421 5 0 05/10/22 22:37:20
18 249820 4096088 1088 0 0 1992552 108280 6% 2.48 1.69 10.39 0.15 85.29 11311783 7498 0 23162 212 0 05/10/22 22:37:22
