Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
1 2384136 1972264 1088 0 0 1992552 108280 6% 5.67 3.26 17.14 0.31 73.61 989 5 0 1074 2 0 29/09/22 23:45:04
2 2384212 1972184 1088 0 0 1992552 108280 6% 5.67 3.26 17.13 0.31 73.62 1638 6 0 1466 9 0 29/09/22 23:45:05
3 2384268 1972128 1088 0 0 1992552 108280 6% 5.67 3.26 17.13 0.31 73.62 1380 6 0 1686 4 0 29/09/22 23:45:06
4 2384520 1971876 1088 0 0 1992552 108280 6% 5.67 3.26 17.13 0.31 73.62 1571 3 0 942 5 0 29/09/22 23:45:07
5 2384736 1971656 1088 0 0 1992552 108280 6% 5.67 3.26 17.14 0.31 73.62 2427 8 0 1881 5 0 29/09/22 23:45:08
6 2385768 1970624 1088 0 0 1992552 108280 6% 5.67 3.26 17.13 0.31 73.63 1468 4 0 1413 5 0 29/09/22 23:45:09
7 2384924 1971468 1088 0 0 1992552 108280 6% 5.67 3.26 17.13 0.31 73.63 751 5 0 741 2 0 29/09/22 23:45:10
8 2385768 1970624 1088 0 0 1992552 108280 6% 5.67 3.26 17.12 0.31 73.64 2504 6 0 2112 8 0 29/09/22 23:45:12
9 2384632 1971760 1088 0 0 1992552 108280 6% 5.66 3.26 17.15 0.31 73.62 570 4 0 1887 3 0 29/09/22 23:45:13
10 2385704 1970688 1088 0 0 1992552 108280 6% 5.66 3.26 17.16 0.31 73.60 1084 4 0 977 3 0 29/09/22 23:45:14
11 2384972 1971420 1088 0 0 1992552 108280 6% 5.66 3.26 17.16 0.31 73.61 1545 7 0 1567 8 0 29/09/22 23:45:15
12 2385672 1970720 1088 0 0 1992552 108280 6% 5.66 3.25 17.15 0.31 73.62 551 3 0 539 1 0 29/09/22 23:45:16
13 2384732 1971656 1088 0 0 1992552 108280 6% 5.66 3.25 17.15 0.31 73.62 1964 4 0 1554 7 0 29/09/22 23:45:17
14 2385384 1971004 1088 0 0 1992552 108280 6% 5.66 3.25 17.15 0.31 73.63 2425 8 0 1884 5 0 29/09/22 23:45:18
