Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
1 247304 4075436 1088 0 0 1992552 108280 6% 3.47 1.24 12.56 0.22 82.51 1246 4 0 872 4 0 05/10/22 22:36:51
2 247724 4075008 1088 0 0 1992552 108280 6% 3.46 1.24 12.55 0.22 82.52 869 4 0 1064 2 0 05/10/22 22:36:53
3 247468 4075244 1088 0 0 1992552 108280 6% 3.46 1.24 12.55 0.22 82.52 2732 8 0 2464 9 0 05/10/22 22:36:54
4 247412 4075292 1088 0 0 1992552 108280 6% 3.46 1.24 12.55 0.22 82.52 869 4 0 1064 2 0 05/10/22 22:36:55
5 248736 4073968 1088 0 0 1992552 108280 6% 3.46 1.24 12.54 0.22 82.53 2934 7 0 1390 10 0 05/10/22 22:36:56
6 247880 4074820 1088 0 0 1992552 108280 6% 3.46 1.24 12.54 0.22 82.53 551 3 0 532 1 0 05/10/22 22:36:57
7 248628 4074072 1088 0 0 1992552 108280 6% 3.46 1.24 12.54 0.22 82.54 3609 11 0 3739 12 0 05/10/22 22:36:58
8 247804 4074892 1088 0 0 1992552 108280 6% 3.46 1.24 12.54 0.22 82.54 2537 9 0 2778 8 0 05/10/22 22:36:59
9 248932 4073764 1088 0 0 1992552 108280 6% 3.46 1.24 12.53 0.22 82.54 1483 4 0 1409 5 0 05/10/22 22:37:00
10 247520 4075176 1088 0 0 1992552 108280 6% 3.46 1.24 12.53 0.22 82.55 120 1 0 0 0 0 05/10/22 22:37:01
11 248932 4073764 1088 0 0 1992552 108280 6% 3.46 1.24 12.52 0.22 82.55 1914 6 0 1942 6 0 05/10/22 22:37:02
12 248088 4074608 1088 0 0 1992552 108280 6% 3.46 1.24 12.52 0.22 82.56 1696 6 0 1596 5 0 05/10/22 22:37:03
13 248664 4074032 1088 0 0 1992552 108280 6% 3.45 1.24 12.52 0.22 82.56 1408 5 0 1504 4 0 05/10/22 22:37:04
14 247940 4074756 1088 0 0 1992552 108280 6% 3.45 1.24 12.52 0.22 82.56 2940 7 0 1394 10 0 05/10/22 22:37:05
15 247868 4074828 1088 0 0 1992552 108280 6% 3.45 1.24 12.51 0.22 82.57 869 4 0 1066 2 0 05/10/22 22:37:06
16 248616 4074080 1088 0 0 1992552 108280 6% 3.45 1.24 12.51 0.22 82.57 1165 3 0 876 4 0 05/10/22 22:37:07
17 247868 4074828 1088 0 0 1992552 108280 6% 3.45 1.24 12.50 0.22 82.58 4934 16 0 5647 16 0 05/10/22 22:37:09
18 248648 4074048 1088 0 0 1992552 108280 6% 3.45 1.24 12.50 0.22 82.58 1161 3 0 876 4 0 05/10/22 22:37:10
19 247876 4074820 1088 0 0 1992552 108280 6% 3.45 1.24 12.51 0.22 82.58 869 4 0 1066 2 0 05/10/22 22:37:11
20 248776 4073920 1088 0 0 1992552 108280 6% 3.45 1.24 12.50 0.22 82.58 1599 5 0 1409 5 0 05/10/22 22:37:12
21 247956 4074740 1088 0 0 1992552 108280 6% 3.45 1.24 12.50 0.22 82.59 431 2 0 533 1 0 05/10/22 22:37:13
22 248744 4073952 1088 0 0 1992552 108280 6% 3.45 1.24 12.49 0.22 82.59 3572 11 0 3617 12 0 05/10/22 22:37:14
23 247632 4075064 1088 0 0 1992552 108280 6% 3.44 1.24 12.49 0.22 82.60 839 4 0 919 5 0 05/10/22 22:37:15
24 248644 4074048 1088 0 0 1992552 108280 6% 3.44 1.24 12.49 0.22 82.60 1599 5 0 1409 5 0 05/10/22 22:37:16
25 248000 4074692 1088 0 0 1992552 108280 6% 3.44 1.24 12.48 0.22 82.61 431 2 0 533 1 0 05/10/22 22:37:17
26 248644 4074048 1088 0 0 1992552 108280 6% 3.44 1.24 12.48 0.22 82.61 3513 11 0 3566 11 0 05/10/22 22:37:18
27 247872 4074820 1088 0 0 1992552 108280 6% 3.44 1.24 12.47 0.22 82.62 4401 13 0 4782 14 0 05/10/22 22:37:19
28 248884 4073756 1088 0 0 1992552 108280 6% 3.44 1.24 12.49 0.22 82.60 873 4 0 1078 2 0 05/10/22 22:37:20
29 248192 4074448 1088 0 0 1992552 108280 6% 3.44 1.24 12.48 0.22 82.61 10153217 6881 0 9357830 6341 0 05/10/22 22:37:21
30 300764 4021640 1088 0 0 1992552 108280 6% 3.44 1.24 12.48 0.22 82.61 4136042 3100 0 4158479 3107 0 05/10/22 22:37:22
31 304972 4017224 1088 0 0 1992552 108280 6% 3.45 1.25 12.49 0.22 82.58 2496385 1885 0 2507997 1886 0 05/10/22 22:37:24
32 309696 4012348 1088 0 0 1992552 108280 6% 3.46 1.25 12.52 0.22 82.55 2226877 1692 0 2234563 1674 0 05/10/22 22:37:25
33 317048 4004852 1088 0 0 1992552 108280 6% 3.46 1.25 12.54 0.22 82.52 2187742 1642 0 2194638 1646 0 05/10/22 22:37:26
34 324664 3997032 1088 0 0 1992552 108280 6% 3.46 1.25 12.56 0.23 82.50 2778657 2083 0 2736905 2048 0 05/10/22 22:37:27
35 335672 3985856 1088 0 0 1992552 108280 6% 3.47 1.25 12.58 0.23 82.47 4448233 3332 0 4477174 3332 0 05/10/22 22:37:28
36 340316 3973312 1088 0 0 1992552 108280 6% 3.48 1.26 12.60 0.23 82.44 4308470 3200 0 4244339 3142 0 05/10/22 22:37:29
37 353604 3959796 1088 0 0 1992552 108280 6% 3.49 1.26 12.62 0.23 82.41 4396480 3285 0 4369365 3261 0 05/10/22 22:37:30
38 371188 3932896 1088 0 0 1992552 108280 6% 3.50 1.26 12.63 0.23 82.38 4056589 3051 0 4086789 3071 0 05/10/22 22:37:31
39 385696 3908932 1088 0 0 1992552 108280 6% 3.50 1.26 12.65 0.23 82.35 4304779 3233 0 4332957 3233 0 05/10/22 22:37:32
40 387912 3906508 1088 0 0 1992552 108280 6% 3.51 1.27 12.67 0.23 82.32 4592115 3461 0 4624747 3469 0 05/10/22 22:37:33
41 405676 3880456 1088 0 0 1992552 108280 6% 3.52 1.27 12.68 0.23 82.29 3588085 2733 0 3613033 2733 0 05/10/22 22:37:34
42 421236 3864732 1088 0 0 1992552 108280 6% 3.53 1.27 12.70 0.23 82.27 4530278 3384 0 4513916 3362 0 05/10/22 22:37:36
43 422632 3863132 1088 0 0 1992552 108280 6% 3.54 1.28 12.72 0.23 82.24 4673253 3492 0 4643229 3461 0 05/10/22 22:37:37
44 440628 3818212 1088 0 0 1992552 108280 6% 3.55 1.28 12.73 0.23 82.21 4120747 3098 0 4084626 3064 0 05/10/22 22:37:38
45 446300 3812424 1088 0 0 1992552 108280 6% 3.56 1.28 12.75 0.23 82.18 4448350 3315 0 4478546 3337 0 05/10/22 22:37:39
46 456888 3801612 1088 0 0 1992552 108280 6% 3.56 1.28 12.77 0.23 82.15 3752690 2830 0 3776454 2831 0 05/10/22 22:37:40
47 473456 3784224 1088 0 0 1992552 108280 6% 3.57 1.29 12.78 0.23 82.12 4199413 3170 0 4229851 3173 0 05/10/22 22:37:41
48 480156 3777332 1088 0 0 1992552 108280 6% 3.58 1.29 12.80 0.23 82.09 4129474 3150 0 4163399 3162 0 05/10/22 22:37:42
49 495896 3761284 1088 0 0 1992552 108280 6% 3.59 1.29 12.82 0.23 82.06 4368401 3263 0 4351347 3238 0 05/10/22 22:37:43
50 501976 3754968 1088 0 0 1992552 108280 6% 3.60 1.30 12.84 0.23 82.03 4096498 3091 0 4124211 3099 0 05/10/22 22:37:44
51 522652 3708048 1088 0 0 1992552 108280 6% 3.61 1.30 12.85 0.23 82.00 3808725 2729 0 3814726 2719 0 05/10/22 22:37:45
52 530852 3699756 1088 0 0 1992552 108280 6% 3.61 1.30 12.86 0.23 81.99 4488318 3342 0 4460839 3322 0 05/10/22 22:37:47
53 540080 3688872 1088 0 0 1992552 108280 6% 3.62 1.30 12.88 0.23 81.96 4022798 2995 0 4388693 3240 0 05/10/22 22:37:48
54 559444 3652560 1088 0 0 1992552 108280 6% 3.63 1.31 12.89 0.23 81.93 3803075 2876 0 3830934 2885 0 05/10/22 22:37:49
55 557548 3650604 1088 0 0 1992552 108280 6% 3.64 1.31 12.91 0.23 81.90 4846140 3493 0 4813377 3475 0 05/10/22 22:37:50
56 568496 3634612 1088 0 0 1992552 108280 6% 3.65 1.31 12.92 0.24 81.88 4289685 3240 0 4323851 3252 0 05/10/22 22:37:51
57 595088 3601448 1088 0 0 1992552 108280 6% 3.66 1.31 12.94 0.24 81.85 3639184 2684 0 3659139 2692 0 05/10/22 22:37:52
58 597172 3588480 1088 0 0 1992552 108280 6% 3.66 1.32 12.95 0.24 81.83 4121933 2915 0 4078876 2873 0 05/10/22 22:37:53
59 606712 3574744 1088 0 0 1992552 108280 6% 3.67 1.32 12.97 0.24 81.80 4027174 3002 0 4009556 2969 0 05/10/22 22:37:54
60 618172 3550680 1088 0 0 1992552 108280 6% 3.68 1.32 12.99 0.24 81.77 3834616 2867 0 3863123 2881 0 05/10/22 22:37:55
61 621860 3543212 1088 0 0 1992552 108280 6% 3.69 1.32 13.00 0.24 81.74 2686415 2025 0 2921049 2165 0 05/10/22 22:37:56
62 634784 3519264 1088 0 0 1992552 108280 6% 3.69 1.33 13.02 0.24 81.72 4407955 3215 0 5102193 3664 0 05/10/22 22:37:58
63 656212 3483588 1088 0 0 1992552 108280 6% 3.70 1.33 13.03 0.24 81.69 4377946 3297 0 4409514 3300 0 05/10/22 22:37:59
64 653880 3481456 1088 0 0 1992552 108280 6% 3.71 1.33 13.05 0.24 81.66 4430133 3324 0 4427686 3312 0 05/10/22 22:38:00
65 661768 3469108 1088 0 0 1992552 108280 6% 3.72 1.33 13.07 0.24 81.64 4446021 3341 0 4479186 3344 0 05/10/22 22:38:01
66 681868 3435192 1088 0 0 1992552 108280 6% 3.73 1.34 13.08 0.24 81.61 4548389 3423 0 4542865 3407 0 05/10/22 22:38:02
67 684784 3427896 1088 0 0 1992552 108280 6% 3.74 1.34 13.10 0.24 81.58 3935581 2989 0 3962772 2985 0 05/10/22 22:38:03
68 699280 3401216 1088 0 0 1992552 108280 6% 3.75 1.34 13.11 0.24 81.55 2957057 2275 0 2981170 2280 0 05/10/22 22:38:04
69 701556 3395940 1088 0 0 1992552 108280 6% 3.75 1.34 13.13 0.24 81.53 5074980 3632 0 5094292 3647 0 05/10/22 22:38:05
70 720308 3363544 1088 0 0 1992552 108280 6% 3.76 1.34 13.14 0.24 81.51 4531030 3401 0 4564240 3409 0 05/10/22 22:38:06
71 726196 3352856 1088 0 0 1992552 108280 6% 3.77 1.34 13.16 0.25 81.48 3514693 2658 0 3537840 2664 0 05/10/22 22:38:07
72 748736 3299644 1088 0 0 1992552 108280 6% 3.77 1.35 13.17 0.25 81.46 4912964 3597 0 4937593 3619 0 05/10/22 22:38:08
73 749936 3293588 1088 0 0 1992552 108280 6% 3.78 1.35 13.18 0.25 81.43 4531174 3394 0 4634239 3444 0 05/10/22 22:38:10
74 756976 3281736 1088 0 0 1992552 108280 6% 3.79 1.35 13.20 0.25 81.40 4252034 3076 0 4276367 3080 0 05/10/22 22:38:11
75 775004 3259016 1088 0 0 1992552 108280 6% 3.80 1.36 13.21 0.25 81.38 4176751 3090 0 4202128 3101 0 05/10/22 22:38:12
76 801796 3207804 1088 0 0 1992552 108280 6% 3.81 1.36 13.22 0.25 81.36 4317136 3032 0 4328369 3042 0 05/10/22 22:38:13
77 810216 3192604 1088 0 0 1992552 108280 6% 3.81 1.36 13.23 0.25 81.34 3879015 2877 0 3849235 2861 0 05/10/22 22:38:14
78 810148 3188596 1088 0 0 1992552 108280 6% 3.82 1.36 13.24 0.25 81.32 4375306 3208 0 3783798 2826 0 05/10/22 22:38:15
79 812404 3181652 1088 0 0 1992552 108280 6% 3.83 1.36 13.25 0.25 81.30 3768791 2818 0 3793546 2825 0 05/10/22 22:38:16
80 845796 3100568 1088 0 0 1992552 108280 6% 3.84 1.37 13.27 0.25 81.27 4683703 3411 0 4706621 3424 0 05/10/22 22:38:17
81 846148 3095544 1088 0 0 1992552 108280 6% 3.85 1.37 13.28 0.25 81.25 4025990 3003 0 4023975 2986 0 05/10/22 22:38:18
82 848540 3088928 1088 0 0 1992552 108280 6% 3.85 1.37 13.30 0.25 81.22 3702506 2752 0 3728102 2787 0 05/10/22 22:38:19
83 854376 3062452 1088 0 0 1992552 108280 6% 3.86 1.37 13.31 0.25 81.19 4133493 3099 0 4158786 3091 0 05/10/22 22:38:20
84 866948 3045512 1088 0 0 1992552 108280 6% 3.87 1.38 13.33 0.25 81.16 3937303 2777 0 3903287 2755 0 05/10/22 22:38:22
85 883580 3222052 1088 0 0 1992552 108280 6% 3.88 1.38 13.35 0.25 81.14 4067254 3017 0 4092284 3049 0 05/10/22 22:38:23
86 881964 3218532 1088 0 0 1992552 108280 6% 3.89 1.38 13.36 0.25 81.11 4145134 3145 0 4159092 3146 0 05/10/22 22:38:24
