ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:20
2 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:22
3 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:24
4 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:26
5 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:28
6 2.00 0.00 0.00 0.00 2.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:30
7 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:32
8 2.00 0.00 0.00 0.00 2.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:34
9 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:37
10 2.00 0.00 0.00 0.00 2.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:39
11 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:41
12 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:43
13 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:45
14 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:47
15 0.00 1.00 0.00 0.00 1.00 0.00 0.00 1.85 68 0 112400 1822616 05/10/22 22:14:49
16 0.00 0.00 0.00 0.00 0.00 86.00 0.00 1.85 68 0 112744 1822616 05/10/22 22:14:51
17 0.00 0.00 0.00 0.00 0.00 11.00 0.00 1.85 68 0 112544 1822616 05/10/22 22:14:53
18 0.99 4.95 0.00 0.00 5.94 8599.01 0.00 2.41 69 0 147600 1849432 05/10/22 22:14:55
19 34.00 0.00 0.00 0.00 34.00 1963.00 0.00 3.31 71 0 201672 1891892 05/10/22 22:14:57
20 34.00 0.00 0.00 0.00 34.00 1706.00 0.00 3.39 71 0 206136 1895804 05/10/22 22:14:59
21 41.00 0.00 0.00 0.00 41.00 1513.00 0.00 3.57 71 0 216860 1904652 05/10/22 22:15:01
22 32.00 19.00 0.00 0.00 51.00 5805.00 0.00 4.08 71 0 248108 1958284 05/10/22 22:15:03
23 24.00 9.00 0.00 0.00 33.00 2469.00 0.00 4.23 71 0 257396 1958284 05/10/22 22:15:05
24 42.00 1.00 0.00 0.00 43.00 5388.00 0.00 4.76 71 0 289468 2003908 05/10/22 22:15:07
25 29.00 5.00 0.00 0.00 34.00 5880.00 0.00 5.01 71 0 305080 2003908 05/10/22 22:15:09
26 26.00 18.00 0.00 0.00 44.00 6522.00 0.00 5.60 71 0 340856 2036680 05/10/22 22:15:11
27 36.63 0.00 0.00 0.00 36.63 1887.13 0.00 5.65 71 0 343868 2036680 05/10/22 22:15:13
28 33.00 0.00 0.00 0.00 33.00 154.00 0.00 6.13 71 0 373216 2093568 05/10/22 22:15:15
29 39.00 1.00 0.00 0.00 40.00 4247.00 0.00 6.45 71 0 392204 2093568 05/10/22 22:15:17
30 17.00 14.00 0.00 0.00 31.00 8019.00 0.00 6.99 71 0 425320 2128388 05/10/22 22:15:19
31 28.00 9.00 0.00 0.00 37.00 724.00 0.00 6.98 71 0 425292 2128388 05/10/22 22:15:21
32 29.00 4.00 0.00 0.00 33.00 676.00 0.00 7.31 71 0 445212 2161160 05/10/22 22:15:23
33 36.00 14.00 0.00 0.00 50.00 6609.00 0.00 7.92 71 0 482152 2171124 05/10/22 22:15:25
34 32.00 2.00 0.00 0.00 34.00 1757.00 0.00 7.94 71 0 482932 2171124 05/10/22 22:15:27
35 37.00 14.00 0.00 0.00 51.00 8059.00 0.00 8.60 71 0 523380 2219636 05/10/22 22:15:29
36 15.00 7.00 0.00 0.00 22.00 3425.00 0.00 8.74 71 0 532144 2219636 05/10/22 22:15:32
37 27.00 4.00 0.00 0.00 31.00 2575.00 0.00 8.97 71 0 545752 2233328 05/10/22 22:15:34
38 24.00 22.00 0.00 0.00 46.00 9012.00 0.00 9.73 71 0 592104 2307904 05/10/22 22:15:36
39 24.00 1.00 0.00 0.00 25.00 195.00 0.00 9.67 71 0 590520 2307904 05/10/22 22:15:38
40 35.00 14.00 0.00 0.00 49.00 5018.00 0.00 10.13 71 0 616288 2307904 05/10/22 22:15:40
