Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
1 2013948 2040232 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 3739 12 0 3163 13 0 28/09/22 21:35:37
2 2015480 2038684 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 1716 5 0 1531 5 0 28/09/22 21:35:38
3 2015100 2039056 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 1055 4 0 965 3 0 28/09/22 21:35:39
4 2015180 2038976 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 969 3 0 965 3 0 28/09/22 21:35:40
5 2014708 2039448 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 1119 5 0 965 3 0 28/09/22 21:35:41
6 2014456 2039700 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 4466 13 0 4900 15 0 28/09/22 21:35:42
7 2014092 2040064 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 1001 4 0 1477 4 0 28/09/22 21:35:43
8 2014052 2040104 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 120 1 0 0 0 0 28/09/22 21:35:45
9 2014076 2040080 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 1162 5 0 1169 4 0 28/09/22 21:35:46
10 2014424 2039732 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 1463 6 0 1351 7 0 28/09/22 21:35:47
11 2014076 2040080 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 3992 11 0 3339 11 0 28/09/22 21:35:48
12 2013508 2040648 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 1055 4 0 965 3 0 28/09/22 21:35:49
13 2014792 2039348 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 1055 4 0 965 3 0 28/09/22 21:35:50
14 2013988 2040152 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 1055 4 0 965 3 0 28/09/22 21:35:51
15 2013996 2040144 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 4469 13 0 4905 15 0 28/09/22 21:35:52
16 2015012 2039128 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 1121 5 0 1478 4 0 28/09/22 21:35:53
17 2014336 2039804 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 969 3 0 965 3 0 28/09/22 21:35:54
18 2015108 2039024 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.50 1055 4 0 965 3 0 28/09/22 21:35:55
19 2013988 2040144 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.50 1162 5 0 1169 4 0 28/09/22 21:35:56
20 2015044 2039088 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.50 3737 12 0 3161 13 0 28/09/22 21:35:57
21 2013932 2040200 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.50 1716 5 0 1531 5 0 28/09/22 21:35:58
22 2014728 2039404 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.50 1055 4 0 965 3 0 28/09/22 21:36:00
23 2013980 2040152 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.50 0 0 0 0 0 0 28/09/22 21:36:01
24 2014756 2039372 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.50 1089 4 0 965 3 0 28/09/22 21:36:02
25 2013952 2040176 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.50 9731 31 0 11230 34 0 28/09/22 21:36:03
26 2015060 2039056 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 973 3 0 971 3 0 28/09/22 21:36:04
27 2014244 2039868 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.50 1076 4 0 969 3 0 28/09/22 21:36:05
28 2015056 2039056 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.50 11056100 7365 0 3038357 2106 0 28/09/22 21:36:06
29 2046352 1995448 1096 0 0 1992552 108280 6% 2.01 0.61 3.75 0.13 93.49 4535713 3471 0 12785162 8841 0 28/09/22 21:36:07
30 2042320 1993848 1096 0 0 1992552 108280 6% 2.01 0.62 3.75 0.13 93.49 3916839 2949 0 3939522 2948 0 28/09/22 21:36:08
31 2037336 1994824 1096 0 0 1992552 108280 6% 2.02 0.62 3.75 0.13 93.48 3760806 2822 0 3702355 2776 0 28/09/22 21:36:09
32 2032560 1978608 1096 0 0 1992552 108280 6% 2.02 0.62 3.76 0.13 93.47 4093578 3105 0 4131044 3112 0 28/09/22 21:36:10
33 2028564 1978504 1096 0 0 1992552 108280 6% 2.02 0.62 3.76 0.13 93.47 4358609 3297 0 4440807 3338 0 28/09/22 21:36:12
34 2022520 1980020 1096 0 0 1992552 108280 6% 2.02 0.62 3.76 0.13 93.46 3882815 2810 0 3852887 2786 0 28/09/22 21:36:13
35 2021400 1950800 1096 0 0 1992552 108280 6% 2.03 0.62 3.77 0.13 93.45 3243898 2504 0 3537952 2683 0 28/09/22 21:36:14
36 2016952 1951924 1096 0 0 1992552 108280 6% 2.03 0.62 3.77 0.13 93.45 4848553 3562 0 4763647 3500 0 28/09/22 21:36:15
