Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
1 2380356 1996120 1084 0 0 1992552 108280 6% 6.19 2.25 14.65 0.42 76.48 2062 9 0 2599 6 0 29/09/22 23:35:17
2 2380376 1996096 1084 0 0 1992552 108280 6% 6.19 2.25 14.66 0.42 76.47 1107 3 0 1553 5 0 29/09/22 23:35:18
3 2380352 1996120 1084 0 0 1992552 108280 6% 6.19 2.25 14.66 0.42 76.48 989 5 0 1066 2 0 29/09/22 23:35:19
4 2380908 1995560 1084 0 0 1992552 108280 6% 6.19 2.25 14.66 0.42 76.49 1642 6 0 1466 9 0 29/09/22 23:35:20
5 2381892 1994576 1084 0 0 1992552 108280 6% 6.19 2.25 14.65 0.42 76.49 5028 17 0 5212 16 0 29/09/22 23:35:21
6 2380940 1995528 1084 0 0 1992552 108280 6% 6.19 2.25 14.66 0.42 76.49 3280 7 0 1609 8 0 29/09/22 23:35:22
7 2381736 1994732 1084 0 0 1992552 108280 6% 6.19 2.25 14.65 0.42 76.49 1442 6 0 2182 5 0 29/09/22 23:35:23
8 2381280 1995188 1084 0 0 1992552 108280 6% 6.18 2.24 14.67 0.42 76.48 660 2 0 438 2 0 29/09/22 23:35:24
9 2381704 1994764 1084 0 0 1992552 108280 6% 6.18 2.24 14.67 0.42 76.49 1569 7 0 1710 5 0 29/09/22 23:35:26
10 2381312 1995156 1084 0 0 1992552 108280 6% 6.18 2.24 14.66 0.42 76.49 1639 7 0 2076 5 0 29/09/22 23:35:27
11 2381744 1994724 1084 0 0 1992552 108280 6% 6.18 2.24 14.66 0.42 76.50 1544 5 0 2088 6 0 29/09/22 23:35:28
12 2380940 1995528 1084 0 0 1992552 108280 6% 6.18 2.24 14.65 0.42 76.51 558 3 0 534 1 0 29/09/22 23:35:29
13 2381736 1994732 1084 0 0 1992552 108280 6% 6.18 2.24 14.66 0.42 76.50 1478 4 0 1410 5 0 29/09/22 23:35:30
14 2381184 1995284 1084 0 0 1992552 108280 6% 6.17 2.24 14.65 0.42 76.51 3238 13 0 3453 13 0 29/09/22 23:35:31
15 2381384 1995080 1084 0 0 1992552 108280 6% 6.17 2.24 14.66 0.42 76.50 2131 6 0 2426 8 0 29/09/22 23:35:32
16 2380768 1995696 1084 0 0 1992552 108280 6% 6.17 2.24 14.65 0.42 76.51 3095 9 0 1939 6 0 29/09/22 23:35:33
17 2381572 1994892 1084 0 0 1992552 108280 6% 6.17 2.24 14.65 0.42 76.52 1107 3 0 938 5 0 29/09/22 23:35:34
18 2380732 1995728 1084 0 0 1992552 108280 6% 6.17 2.24 14.66 0.41 76.51 1178 7 0 1270 3 0 29/09/22 23:35:35
19 2381568 1994892 1084 0 0 1992552 108280 6% 6.17 2.24 14.65 0.41 76.52 2951 7 0 2545 10 0 29/09/22 23:35:36
20 2381192 1995268 1084 0 0 1992552 108280 6% 6.16 2.24 14.65 0.41 76.52 1117 7 0 2278 4 0 29/09/22 23:35:37
