ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 0.99 0.00 0.00 0.00 0.99 0.00 0.00 31.92 71 0 1942400 3660676 28/09/22 21:57:26
2 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.92 71 0 1942400 3660676 28/09/22 21:57:28
3 0.00 0.00 0.00 0.00 0.00 0.00 0.00 31.92 71 0 1942400 3660676 28/09/22 21:57:30
4 1.00 1.00 0.00 0.00 2.00 0.00 0.00 31.92 71 0 1942400 3660676 28/09/22 21:57:32
5 1.00 1.00 0.00 0.00 2.00 0.00 0.00 31.92 71 0 1942400 3660676 28/09/22 21:57:34
6 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.92 71 0 1942400 3660676 28/09/22 21:57:36
7 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.92 71 0 1942400 3660676 28/09/22 21:57:38
8 0.00 0.00 0.00 0.00 0.00 0.00 0.00 31.92 71 0 1942400 3660676 28/09/22 21:57:40
9 2.00 0.00 0.00 0.00 2.00 8.00 0.00 31.92 72 0 1942400 3661704 28/09/22 21:57:42
10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 31.92 72 0 1942400 3661704 28/09/22 21:57:44
11 35.00 11.00 0.00 0.00 46.00 1286.00 0.00 31.98 83 0 1945528 3727272 28/09/22 21:57:46
12 41.00 8.00 0.00 0.00 49.00 9.00 0.00 31.83 84 0 1936588 3727272 28/09/22 21:57:48
13 26.00 6.00 0.00 0.00 32.00 8.00 0.00 31.70 85 0 1928860 3735468 28/09/22 21:57:50
14 35.00 7.00 0.00 0.00 42.00 3.00 0.00 31.59 85 0 1921560 3735468 28/09/22 21:57:52
15 37.00 5.00 0.00 0.00 42.00 1.00 0.00 31.43 85 0 1912448 3735468 28/09/22 21:57:54
16 37.00 7.00 0.00 0.00 44.00 1.00 0.00 31.29 85 0 1903796 3735468 28/09/22 21:57:56
17 29.00 6.00 0.00 0.00 35.00 292.00 0.00 31.18 85 0 1897272 3735468 28/09/22 21:57:59
18 38.00 8.00 0.00 0.00 46.00 52.00 0.00 31.04 85 0 1888740 3735468 28/09/22 21:58:01
19 41.58 7.92 0.00 0.00 49.50 45.54 0.00 30.93 85 0 1881772 3735468 28/09/22 21:58:03
20 30.00 7.00 0.00 0.00 37.00 0.00 0.00 30.80 85 0 1873948 3735468 28/09/22 21:58:05
21 41.00 7.00 0.00 0.00 48.00 0.00 0.00 30.65 85 0 1864880 3735468 28/09/22 21:58:07
22 36.00 5.00 0.00 0.00 41.00 33.00 0.00 30.54 85 0 1857808 3735468 28/09/22 21:58:09
23 34.00 5.00 0.00 0.00 39.00 1.00 0.00 30.47 85 0 1854184 3735468 28/09/22 21:58:11
24 37.00 2.00 0.00 0.00 39.00 0.00 0.00 30.40 85 0 1849564 3735468 28/09/22 21:58:13
25 21.00 7.00 0.00 0.00 28.00 90.00 0.00 30.33 85 0 1845320 3735468 28/09/22 21:58:15
26 45.00 3.00 0.00 0.00 48.00 21.00 0.00 30.17 85 0 1835752 3735468 28/09/22 21:58:17
27 31.00 10.00 0.00 0.00 41.00 36.00 0.00 30.08 85 0 1830544 3735468 28/09/22 21:58:19
28 35.00 7.00 0.00 0.00 42.00 199.00 0.00 29.95 85 0 1822380 3735468 28/09/22 21:58:21
29 30.00 10.00 0.00 0.00 40.00 298.00 0.00 29.89 85 0 1818572 3735468 28/09/22 21:58:23
30 46.00 10.00 0.00 0.00 56.00 600.00 0.00 29.85 85 0 1816408 3735468 28/09/22 21:58:25
31 26.00 5.00 0.00 0.00 31.00 124.00 0.00 29.75 85 0 1809952 3735468 28/09/22 21:58:27
32 45.00 7.00 0.00 0.00 52.00 12.00 0.00 29.67 85 0 1805292 3735468 28/09/22 21:58:29
33 17.00 3.00 0.00 0.00 20.00 760.00 0.00 29.64 85 0 1803180 3735468 28/09/22 21:58:31
34 17.00 8.00 0.00 0.00 25.00 679.00 0.00 29.65 85 0 1803876 3735468 28/09/22 21:58:33
35 27.00 7.00 0.00 0.00 34.00 730.00 0.00 29.60 85 0 1800820 3735468 28/09/22 21:58:35
36 27.00 7.00 0.00 0.00 34.00 378.00 0.00 29.54 85 0 1797396 3735468 28/09/22 21:58:37
37 47.00 9.00 0.00 0.00 56.00 1185.00 0.00 29.49 85 0 1794084 3735468 28/09/22 21:58:39
38 43.00 14.00 0.00 0.00 57.00 2766.00 0.00 29.53 85 0 1797156 3735468 28/09/22 21:58:41
39 14.00 4.00 0.00 0.00 18.00 342.00 0.00 29.55 85 0 1797876 3735468 28/09/22 21:58:43
40 45.00 4.00 0.00 0.00 49.00 10.00 0.00 29.39 85 0 1788200 3735468 28/09/22 21:58:45
41 14.00 5.00 0.00 0.00 19.00 480.00 0.00 29.32 85 0 1784304 3735468 28/09/22 21:58:48
42 41.00 4.00 0.00 0.00 45.00 6.00 0.00 29.33 85 0 1783736 3735468 28/09/22 21:58:50
43 36.00 10.00 0.00 0.00 46.00 3176.00 0.00 29.45 85 0 1792040 3735468 28/09/22 21:58:52
44 26.00 10.00 0.00 0.00 36.00 420.00 0.00 29.35 84 0 1786032 3735468 28/09/22 21:58:54
45 35.00 7.00 0.00 0.00 42.00 2885.00 0.00 29.51 84 0 1795408 3735468 28/09/22 21:58:56
46 42.00 5.00 0.00 0.00 47.00 9.00 0.00 29.40 84 0 1789088 3735468 28/09/22 21:58:58
47 30.00 7.00 0.00 0.00 37.00 475.00 0.00 29.57 84 0 1798476 3735468 28/09/22 21:59:00
48 41.00 8.00 0.00 0.00 49.00 1027.00 0.00 29.48 84 0 1793448 3735468 28/09/22 21:59:02
49 19.00 4.00 0.00 0.00 23.00 677.00 0.00 29.43 84 0 1790968 3735468 28/09/22 21:59:04
50 30.00 8.00 0.00 0.00 38.00 1389.00 0.00 30.21 84 0 1837992 3735468 28/09/22 21:59:06
51 41.00 5.00 0.00 0.00 46.00 77.00 0.00 30.07 84 0 1829684 3735468 28/09/22 21:59:08
52 15.00 2.00 0.00 0.00 17.00 1232.00 0.00 30.11 84 0 1831516 3735468 28/09/22 21:59:10
53 46.00 12.00 0.00 0.00 58.00 804.00 0.00 30.13 84 0 1833144 3735468 28/09/22 21:59:12
54 39.00 8.00 0.00 0.00 47.00 2598.00 0.00 30.22 84 0 1838772 3735468 28/09/22 21:59:14
55 38.00 3.00 0.00 0.00 41.00 375.00 0.00 30.14 84 0 1832916 3735468 28/09/22 21:59:16
56 52.00 6.00 0.00 0.00 58.00 3148.00 0.00 30.25 84 0 1840356 3735468 28/09/22 21:59:18
57 35.00 8.00 0.00 0.00 43.00 490.00 0.00 30.25 84 0 1840328 3735468 28/09/22 21:59:20
58 34.00 5.00 0.00 0.00 39.00 506.00 0.00 30.28 84 0 1842624 3735468 28/09/22 21:59:22
59 53.00 6.00 0.00 0.00 59.00 111.00 0.00 30.15 84 0 1834544 3735468 28/09/22 21:59:24
60 31.00 6.00 0.00 0.00 37.00 695.00 0.00 30.23 84 0 1839092 3735468 28/09/22 21:59:26
61 39.00 8.00 0.00 0.00 47.00 110.00 0.00 30.11 84 0 1832036 3735468 28/09/22 21:59:28
62 12.00 5.00 0.00 0.00 17.00 809.00 0.00 30.20 84 0 1837572 3735468 28/09/22 21:59:30
63 45.00 3.00 0.00 0.00 48.00 180.00 0.00 30.30 84 0 1843788 3735468 28/09/22 21:59:32
64 31.00 7.00 0.00 0.00 38.00 396.00 0.00 30.31 84 0 1844548 3735468 28/09/22 21:59:34
65 37.00 8.00 0.00 0.00 45.00 231.00 0.00 30.63 84 0 1863552 3735468 28/09/22 21:59:37
66 39.60 10.89 0.00 0.00 50.50 730.69 0.00 30.68 84 0 1866616 3735468 28/09/22 21:59:39
67 18.00 3.00 0.00 0.00 21.00 898.00 0.00 31.13 84 0 1893896 3735468 28/09/22 21:59:41
68 38.00 7.00 0.00 0.00 45.00 38.00 0.00 31.06 84 0 1890028 3735468 28/09/22 21:59:43
69 26.00 9.00 0.00 0.00 35.00 1505.00 0.00 31.07 84 0 1890480 3735468 28/09/22 21:59:45
70 19.00 6.00 0.00 0.00 25.00 483.00 0.00 31.82 84 0 1936304 3735468 28/09/22 21:59:47
71 38.00 6.00 0.00 0.00 44.00 91.00 0.00 31.76 84 0 1932456 3735468 28/09/22 21:59:49
72 38.00 7.00 0.00 0.00 45.00 364.00 0.00 31.64 84 0 1925396 3735468 28/09/22 21:59:51
73 36.00 8.00 0.00 0.00 44.00 44.00 0.00 31.74 84 0 1930828 3735468 28/09/22 21:59:53
74 38.00 6.00 0.00 0.00 44.00 47.00 0.00 31.77 84 0 1932616 3735468 28/09/22 21:59:55
75 21.00 5.00 0.00 0.00 26.00 835.00 0.00 31.78 84 0 1933404 3735468 28/09/22 21:59:57
76 42.00 8.00 0.00 0.00 50.00 2408.00 0.00 31.87 84 0 1939248 3735468 28/09/22 21:59:59
77 58.00 19.00 0.00 0.00 77.00 1966.00 0.00 31.96 84 0 1944504 3735468 28/09/22 22:00:01
78 40.00 12.00 0.00 0.00 52.00 2272.00 0.00 31.98 84 0 1945640 3735468 28/09/22 22:00:03
79 34.65 7.92 0.00 0.00 42.57 109.90 0.00 31.92 84 0 1942004 3735468 28/09/22 22:00:05
80 32.00 14.00 0.00 0.00 46.00 2528.00 0.00 31.98 84 0 1945580 3735468 28/09/22 22:00:07
81 32.00 1.00 0.00 0.00 33.00 199.00 0.00 31.90 84 0 1940712 3735468 28/09/22 22:00:09
82 18.81 7.92 0.00 0.00 26.73 864.36 0.00 31.91 84 0 1941384 3735468 28/09/22 22:00:11
83 33.00 7.00 0.00 0.00 40.00 311.00 0.00 31.95 84 0 1943904 3735468 28/09/22 22:00:13
84 25.00 8.00 0.00 0.00 33.00 486.00 0.00 31.89 84 0 1940720 3735468 28/09/22 22:00:15
85 26.73 6.93 0.00 0.00 33.66 1619.80 0.00 31.88 84 0 1939908 3735468 28/09/22 22:00:17
86 47.00 9.00 0.00 0.00 56.00 3355.00 0.00 31.97 84 0 1945172 3735468 28/09/22 22:00:19
87 20.00 8.00 0.00 0.00 28.00 896.00 0.00 31.98 84 0 1945772 3735468 28/09/22 22:00:21
88 56.00 19.00 0.00 0.00 75.00 324.00 0.00 31.93 84 0 1942684 3735468 28/09/22 22:00:23
89 49.00 12.00 0.00 0.00 61.00 1949.00 0.00 31.98 84 0 1945928 3735468 28/09/22 22:00:26
90 1.00 1.00 0.00 0.00 2.00 0.00 0.00 31.99 84 0 1946192 3735468 28/09/22 22:00:28
91 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.99 84 0 1946192 3735468 28/09/22 22:00:30
92 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.99 84 0 1946192 3735468 28/09/22 22:00:32
93 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.99 84 0 1946192 3735468 28/09/22 22:00:34
94 1.00 1.00 0.00 0.00 2.00 0.00 0.00 31.99 84 0 1946192 3735468 28/09/22 22:00:36
95 0.99 0.00 0.00 0.00 0.99 0.00 0.00 31.99 84 0 1946192 3735468 28/09/22 22:00:38
96 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.99 84 0 1946192 3735468 28/09/22 22:00:40
97 0.99 0.99 0.00 0.00 1.98 0.00 0.00 31.99 84 0 1946192 3735468 28/09/22 22:00:42
