ID CpuUsr CpuSys CpuGst CpuWait CpuPerc MinFlt MajFlt %MEM Threads Swap RSS Size Data Hora
1 0.99 0.00 0.00 0.00 0.99 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:23
2 1.00 1.00 0.00 0.00 2.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:25
3 1.00 1.00 0.00 0.00 2.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:27
4 0.00 0.00 0.00 0.00 0.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:29
5 1.00 1.00 0.00 0.00 2.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:31
6 1.00 1.00 0.00 0.00 2.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:33
7 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:35
8 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:37
9 1.00 1.00 0.00 0.00 2.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:39
10 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:42
11 0.00 0.00 0.00 0.00 0.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:44
12 2.00 0.00 0.00 0.00 2.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:46
13 0.99 0.99 0.00 0.00 1.98 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:48
14 0.99 0.99 0.00 0.00 1.98 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:50
15 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:52
16 0.00 0.00 0.00 0.00 0.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:54
17 1.00 1.00 0.00 0.00 2.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:56
18 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:35:58
19 1.00 0.00 0.00 0.00 1.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:36:00
20 0.00 1.00 0.00 0.00 1.00 0.00 0.00 31.56 65 0 1920212 3564748 28/09/22 21:36:02
21 0.00 0.00 0.00 0.00 0.00 0.00 0.00 31.56 66 0 1920212 3564748 28/09/22 21:36:04
22 6.00 2.00 0.00 0.00 8.00 274.00 0.00 31.58 67 0 1921284 3564748 28/09/22 21:36:06
23 24.75 12.87 0.00 0.00 37.62 6.93 0.00 31.57 68 0 1920692 3564748 28/09/22 21:36:08
24 18.00 4.00 0.00 0.00 22.00 3.00 0.00 31.56 68 0 1920224 3564748 28/09/22 21:36:10
25 16.00 3.00 0.00 0.00 19.00 14.00 0.00 31.55 68 0 1919604 3564748 28/09/22 21:36:12
26 18.00 5.00 0.00 0.00 23.00 15.00 0.00 31.54 68 0 1919036 3564748 28/09/22 21:36:14
27 27.00 10.00 0.00 0.00 37.00 9.00 0.00 31.53 68 0 1918404 3564748 28/09/22 21:36:16
28 31.00 13.00 0.00 0.00 44.00 56.00 0.00 31.52 68 0 1917680 3564748 28/09/22 21:36:18
29 27.00 1.00 0.00 0.00 28.00 0.00 0.00 31.50 68 0 1916904 3564748 28/09/22 21:36:20
30 15.00 5.00 0.00 0.00 20.00 1.00 0.00 31.49 68 0 1916312 3564748 28/09/22 21:36:22
31 35.00 8.00 0.00 0.00 43.00 153.00 0.00 31.49 68 0 1916172 3564748 28/09/22 21:36:24
32 10.00 4.00 0.00 0.00 14.00 0.00 0.00 31.48 68 0 1915480 3564748 28/09/22 21:36:26
33 20.00 10.00 0.00 0.00 30.00 0.00 0.00 31.47 68 0 1914996 3564748 28/09/22 21:36:28
34 26.00 14.00 0.00 0.00 40.00 60.00 0.00 31.46 69 0 1914492 3564748 28/09/22 21:36:30
35 33.00 6.00 0.00 0.00 39.00 63.00 0.00 31.46 69 0 1913964 3564748 28/09/22 21:36:33
36 13.00 5.00 0.00 0.00 18.00 0.00 0.00 31.45 69 0 1913416 3564748 28/09/22 21:36:35
37 12.00 3.00 0.00 0.00 15.00 2.00 0.00 31.45 69 0 1913400 3564748 28/09/22 21:36:37
38 37.00 8.00 0.00 0.00 45.00 252.00 0.00 31.45 69 0 1913588 3564748 28/09/22 21:36:39
39 18.00 8.00 0.00 0.00 26.00 2.00 0.00 31.44 69 0 1912992 3564748 28/09/22 21:36:41
40 21.00 5.00 0.00 0.00 26.00 0.00 0.00 31.43 69 0 1912380 3564748 28/09/22 21:36:43
41 24.00 8.00 0.00 0.00 32.00 119.00 0.00 31.42 69 0 1911696 3564748 28/09/22 21:36:45
42 7.00 6.00 0.00 0.00 13.00 2.00 0.00 31.46 69 0 1914012 3564748 28/09/22 21:36:47
43 21.00 10.00 0.00 0.00 31.00 0.00 0.00 31.45 69 0 1913352 3564748 28/09/22 21:36:49
44 32.00 9.00 0.00 0.00 41.00 1152.00 0.00 31.51 69 0 1917408 3564748 28/09/22 21:36:51
45 15.00 3.00 0.00 0.00 18.00 90.00 0.00 31.51 69 0 1917348 3564748 28/09/22 21:36:53
46 31.00 18.00 0.00 0.00 49.00 1504.00 0.00 31.60 69 0 1922448 3564748 28/09/22 21:36:55
47 7.00 6.00 0.00 0.00 13.00 0.00 0.00 31.59 69 0 1922028 3564748 28/09/22 21:36:57
48 24.00 3.00 0.00 0.00 27.00 0.00 0.00 31.57 68 0 1921148 3564748 28/09/22 21:36:59
49 20.00 11.00 0.00 0.00 31.00 0.00 0.00 31.57 69 0 1920700 3564748 28/09/22 21:37:01
